aula_id,oferta_id,ano,data_aula,materia,professor_id,turma,tema_aula,duracao_min,modalidade_aula
L0001939,O20250178,2025,2025-05-05,Física,P007,Extensivo A,Laboratório Física,120,Híbrido
L0001940,O20250178,2025,2025-06-17,Física,P007,Extensivo A,Correção de simulado Física,,Online
L0001941,O20250178,2025,2025-06-17,Física,P007,Extensivo A,Revisão Física,50,
L0001942,O20250178,2025,2025-07-13,Física,P007,Extensivo A,Laboratório Física,75,Presencial
L0001943,O20250178,2025,2025-07-21,Física,P007,Extensivo A,Revisão Física,120,Online
L0001944,O20250178,2025,2025-08-16,Física,P007,Extensivo A,Correção de simulado Física,120,online
L0001945,O20250179,2025,2025-02-26,Química,P009,Extensivo A,Correção de simulado Química,90,Híbrido
L0001946,O20250179,2025,2025-02-04,Química,P009,Extensivo A,Laboratório Química,90,Online
L0001947,O20250179,2025,2025-03-04,Química,P009,Extensivo A,Laboratório Química,75,online
L0001948,O20250179,2025,2025-03-21,Química,P009,Extensivo A,Revisão Química,,Híbrido
L0001949,O20250179,2025,2025-04-10,Química,P009,Extensivo A,Revisão Química,60,
L0001950,O20250179,2025,2025-04-17,Química,P009,Extensivo A,Laboratório Química,75,Online
L0001951,O20250179,2025,2025-05-22,Química,P009,Extensivo A,Correção de simulado Química,75,
L0001952,O20250179,2025,2025-05-24,Química,P009,Extensivo A,Revisão Química,50,Híbrido
L0001953,O20250179,2025,2025-06-20,Química,P009,Extensivo A, Química,60,Híbrido
L0001954,O20250179,2025,2025-06-06,Química,P009,Extensivo A,Resolução de questões Química,60,Online
L0001955,O20250179,2025,2025-07-09,Química,P009,Extensivo A,Aula teórica Química,,online
L0001956,O20250179,2025,2025-07-22,Química,P009,Extensivo A,Aula teórica Química,120,Presencial
L0001957,O20250179,2025,08-24-2025,Química,P009,Extensivo A,Resolução de questões Química,90,Presencial
L0001958,O20250180,2025,2025-02-05,Biologia,P013,Extensivo A,Aula teórica Biologia,50,Presencial
L0001959,O20250180,2025,2025-02-03,Biologia,P013,Extensivo A,Aula teórica Biologia,,Presencial
L0001960,O20250180,2025,2025-03-10,Biologia,P013,Extensivo A,Laboratório Biologia,75,Online
L0001961,O20250180,2025,2025-03-25,Biologia,P013,Extensivo A,Laboratório Biologia,60,online
L0001962,O20250180,2025,2025-04-23,Biologia,P013,Extensivo A,Correção de simulado Biologia,90,
L0001963,O20250180,2025,2025-04-04,Biologia,P013,Extensivo A,Aula teórica Biologia,,online
L0001964,O20250180,2025,2025-05-28,Biologia,P013,Extensivo A,Correção de simulado Biologia,90,
L0001965,O20250180,2025,2025-05-21,Biologia,P013,Extensivo A,Aula teórica Biologia,50,Online
L0001966,O20250180,2025,2025-06-20,Biologia,P013,Extensivo A,Correção de simulado Biologia,,Presencial
L0001967,O20250180,2025,13/06/2025,Biologia,P013,Extensivo A,Laboratório Biologia,,Online
L0001968,O20250181,2025,2025-02-15,História,P015,Extensivo A, História,120,Online
L0001969,O20250181,2025,2025-02-06,História,P015,Extensivo A,Revisão História,60,Híbrido
L0001970,O20250181,2025,2025-03-18,História,P015,Extensivo A,Aula teórica História,90,
L0001971,O20250181,2025,2025-03-07,História,P015,Extensivo A, História,60,
L0001972,O20250181,2025,2025-04-12,História,P015,Extensivo A,Resolução de questões História,60,
L0001973,O20250181,2025,2025-04-22,História,P015,Extensivo A, História,120,Presencial
L0001974,O20250181,2025,2025-05-27,História,P015,Extensivo A, História,,online
L0001975,O20250181,2025,2025-05-08,História,P015,Extensivo A,Revisão História,120,
L0001976,O20250181,2025,2025-06-23,História,P015,Extensivo A,Revisão História,75,
L0001977,O20250181,2025,2025-06-18,História,P015,Extensivo A, História,60,online
L0001978,O20250181,2025,2025-07-11,História,P015,Extensivo A,Aula teórica História,90,
L0001979,O20250181,2025,2025-07-02,História,P015,Extensivo A,Correção de simulado História,120,online
L0001980,O20250182,2025,2025-02-21,Geografia,P017,Extensivo A,Aula teórica Geografia,90,Híbrido
L0001981,O20250182,2025,2025-02-26,Geografia,P017,Extensivo A,Resolução de questões Geografia,90,
L0001982,O20250182,2025,2025-03-06,Geografia,P017,Extensivo A, Geografia,50,Online
L0001983,O20250182,2025,2025/03/26,Geografia,P017,Extensivo A,Aula teórica Geografia,120,Presencial
L0001984,O20250182,2025,2025-04-04,Geografia,P017,Extensivo A,Correção de simulado Geografia,90,Presencial
L0001985,O20250182,2025,2025-04-13,Geografia,P017,Extensivo A,Laboratório Geografia,50,Híbrido
L0001986,O20250182,2025,2025-05-25,Geografia,P017,Extensivo A,Revisão Geografia,50,online
L0001987,O20250182,2025,2025-05-04,Geografia,P017,Extensivo A,Laboratório Geografia,75,Online
L0001988,O20250182,2025,2025-06-24,Geografia,P017,Extensivo A,Laboratório Geografia,,
L0001989,O20250183,2025,2025-02-27,Português,P021,Extensivo A, Português,,Híbrido
L0001990,O20250183,2025,2025-02-17,Português,P021,Extensivo A,Correção de simulado Português,60,Online
L0001991,O20250183,2025,2025/03/05,Português,P021,Extensivo A,Correção de simulado Português,120,Online
L0001992,O20250183,2025,2025-03-19,Português,P021,Extensivo A,Laboratório Português,50,Híbrido
L0001993,O20250183,2025,2025-04-14,Português,P021,Extensivo A,Correção de simulado Português,90,online
L0001994,O20250183,2025,2025-04-22,Português,P021,Extensivo A,Revisão Português,60,Online
L0001995,O20250183,2025,2025-05-25,Português,P021,Extensivo A,Revisão Português,50,Online
L0001996,O20250183,2025,2025-05-05,Português,P021,Extensivo A, Português,90,Híbrido
L0001997,O20250183,2025,2025-06-26,Português,P021,Extensivo A,Laboratório Português,50,Presencial
L0001998,O20250183,2025,2025-06-11,Português,P021,Extensivo A,Revisão Português,90,Híbrido
L0001999,O20250183,2025,2025-07-07,Português,P021,Extensivo A, Português,90,Presencial
L0002000,O20250183,2025,2025-07-04,Português,P021,Extensivo A,Correção de simulado Português,120,
L0002001,O20250183,2025,2025-08-20,Português,P021,Extensivo A,Aula teórica Português,90,Online
L0002002,O20250183,2025,2025-08-15,Português,P021,Extensivo A,Laboratório Português,120,Online
L0002003,O20250184,2025,02-24-2025,Redação,P023,Extensivo A,Aula teórica Redação,90,Presencial
L0002004,O20250184,2025,2025-02-24,Redação,P023,Extensivo A,Revisão Redação,50,
L0002005,O20250184,2025,2025-03-27,Redação,P023,Extensivo A,Revisão Redação,120,Presencial
L0002006,O20250184,2025,2025-03-14,Redação,P023,Extensivo A,Revisão Redação,50,online
L0002007,O20250184,2025,2025-04-06,Redação,P023,Extensivo A,Laboratório Redação,120,Híbrido
L0002008,O20250184,2025,2025-04-20,Redação,P023,Extensivo A,Revisão Redação,60,Online
L0002009,O20250184,2025,2025-05-01,Redação,P023,Extensivo A,Correção de simulado Redação,,online
L0002010,O20250184,2025,2025-05-26,Redação,P023,Extensivo A, Redação,75,online
L0002011,O20250184,2025,2025-06-03,Redação,P023,Extensivo A,Laboratório Redação,50,Presencial
L0002012,O20250184,2025,2025-06-24,Redação,P023,Extensivo A,Aula teórica Redação,75,Presencial
L0002013,O20250184,2025,2025-07-08,Redação,P023,Extensivo A,Aula teórica Redação,75,Híbrido
L0002014,O20250184,2025,2025-07-20,Redação,P023,Extensivo A,Aula teórica Redação,75,Online
L0002015,O20250185,2025,02-03-2025,Inglês,P025,Extensivo A,Aula teórica Inglês,50,
L0002016,O20250185,2025,2025-02-09,Inglês,P025,Extensivo A,Aula teórica Inglês,50,
L0002017,O20250185,2025,2025-03-13,Inglês,P025,Extensivo A,Revisão Inglês,60,Online
L0002018,O20250185,2025,2025-03-04,Inglês,P025,Extensivo A, Inglês,50,Híbrido
L0002019,O20250185,2025,2025-04-18,Inglês,P025,Extensivo A,Revisão Inglês,75,online
L0002020,O20250185,2025,2025-04-03,Inglês,P025,Extensivo A,Laboratório Inglês,120,Presencial
L0002021,O20250185,2025,2025-05-13,Inglês,P025,Extensivo A,Laboratório Inglês,60,
L0002022,O20250185,2025,2025-05-16,Inglês,P025,Extensivo A,Revisão Inglês,90,online
L0002023,O20250185,2025,2025-06-10,Inglês,P025,Extensivo A, Inglês,120,
L0002024,O20250185,2025,2025-06-02,Inglês,P025,Extensivo A,Resolução de questões Inglês,75,
L0002025,O20250185,2025,2025-07-23,Inglês,P025,Extensivo A,Aula teórica Inglês,60,Híbrido
L0002026,O20250186,2025,2025-02-12,Filosofia,P028,Extensivo A, Filosofia,60,Híbrido
L0002027,O20250186,2025,2025-02-26,Filosofia,P028,Extensivo A,Revisão Filosofia,120,Híbrido
L0002028,O20250186,2025,2025-03-20,Filosofia,P028,Extensivo A,Laboratório Filosofia,90,Online
L0002029,O20250186,2025,2025-03-04,Filosofia,P028,Extensivo A,Aula teórica Filosofia,,Presencial
L0002030,O20250186,2025,2025-04-25,Filosofia,P028,Extensivo A,Laboratório Filosofia,90,
L0002031,O20250186,2025,2025-04-26,Filosofia,P028,Extensivo A, Filosofia,75,Online
L0002032,O20250186,2025,2025-05-09,Filosofia,P028,Extensivo A, Filosofia,90,online
L0002033,O20250186,2025,2025-05-27,Filosofia,P028,Extensivo A, Filosofia,50,
L0002034,O20250186,2025,2025-06-05,Filosofia,P028,Extensivo A,Aula teórica Filosofia,90,Online
L0002035,O20250186,2025,2025-06-25,Filosofia,P028,Extensivo A,Resolução de questões Filosofia,120,Híbrido
L0002036,O20250186,2025,2025-07-23,Filosofia,P028,Extensivo A,Revisão Filosofia,50,
L0002037,O20250186,2025,2025-07-01,Filosofia,P028,Extensivo A,Aula teórica Filosofia,90,
L0002038,O20250186,2025,2025-08-13,Filosofia,P028,Extensivo A,Revisão Filosofia,75,Online
L0002039,O20250187,2025,2025-02-14,Sociologia,P031,Extensivo A,Correção de simulado Sociologia,60,
L0002040,O20250187,2025,2025-02-19,Sociologia,P031,Extensivo A,Resolução de questões Sociologia,75,Online
L0002041,O20250187,2025,2025-03-19,Sociologia,P031,Extensivo A,Laboratório Sociologia,75,Híbrido
L0002042,O20250187,2025,2025-03-26,Sociologia,P031,Extensivo A,Correção de simulado Sociologia,90,Presencial
L0002043,O20250187,2025,2025-04-09,Sociologia,P031,Extensivo A, Sociologia,50,Híbrido
L0002044,O20250187,2025,2025-04-22,Sociologia,P031,Extensivo A,Aula teórica Sociologia,,Presencial
L0002045,O20250187,2025,2025-05-11,Sociologia,P031,Extensivo A,Laboratório Sociologia,60,Presencial
L0002046,O20250187,2025,2025-05-17,Sociologia,P031,Extensivo A,Correção de simulado Sociologia,50,Online
L0002047,O20250187,2025,15/06/2025,Sociologia,P031,Extensivo A,Aula teórica Sociologia,75,Presencial
L0002048,O20250187,2025,2025-06-07,Sociologia,P031,Extensivo A,Correção de simulado Sociologia,75,online
L0002049,O20250187,2025,2025-07-03,Sociologia,P031,Extensivo A,Laboratório Sociologia,,online
L0002050,O20250187,2025,2025-07-11,Sociologia,P031,Extensivo A,Laboratório Sociologia,,
L0002051,O20250188,2025,2025-02-16,Matemática,P002,Extensivo B,Laboratório Matemática,50,Online
L0002052,O20250188,2025,2025-02-17,Matemática,P002,Extensivo B,Revisão Matemática,90,online
L0002053,O20250188,2025,2025-03-21,Matemática,P002,Extensivo B,Resolução de questões Matemática,,online
L0002054,O20250188,2025,2025-03-20,Matemática,P002,Extensivo B,Revisão Matemática,50,Online
L0002055,O20250188,2025,2025-04-17,Matemática,P002,Extensivo B,Aula teórica Matemática,50,Híbrido
L0002056,O20250188,2025,2025-04-09,Matemática,P002,Extensivo B,Laboratório Matemática,120,
L0002057,O20250188,2025,2025-05-03,Matemática,P002,Extensivo B, Matemática,50,Híbrido
L0002058,O20250188,2025,2025-05-14,Matemática,P002,Extensivo B,Laboratório Matemática,120,online
L0002059,O20250188,2025,15/06/2025,Matemática,P002,Extensivo B,Aula teórica Matemática,120,online
L0002060,O20250188,2025,2025-06-13,Matemática,P002,Extensivo B,Aula teórica Matemática,,Híbrido
L0002061,O20250188,2025,07-06-2025,Matemática,P002,Extensivo B,Correção de simulado Matemática,60,
L0002062,O20250189,2025,2025-02-07,Física,P006,Extensivo B,Resolução de questões Física,,online
L0002063,O20250189,2025,2025-02-12,Física,P006,Extensivo B,Revisão Física,60,online
L0002064,O20250189,2025,2025-03-14,Física,P006,Extensivo B,Laboratório Física,120,Online
L0002065,O20250189,2025,2025-03-02,Física,P006,Extensivo B,Laboratório Física,120,Híbrido
L0002066,O20250189,2025,2025-04-04,Física,P006,Extensivo B,Correção de simulado Física,120,Presencial
L0002067,O20250189,2025,2025-04-02,Física,P006,Extensivo B,Resolução de questões Física,60,Híbrido
L0002068,O20250189,2025,2025-05-24,Física,P006,Extensivo B,Aula teórica Física,60,online
L0002069,O20250189,2025,2025-05-21,Física,P006,Extensivo B,Resolução de questões Física,60,Presencial
L0002070,O20250189,2025,2025-06-22,Física,P006,Extensivo B,Laboratório Física,50,Online
L0002071,O20250189,2025,2025-06-26,Física,P006,Extensivo B, Física,50,Híbrido
L0002072,O20250189,2025,2025-07-06,Física,P006,Extensivo B,Resolução de questões Física,90,
L0002073,O20250189,2025,2025-07-05,Física,P006,Extensivo B,Laboratório Física,50,Híbrido
L0002074,O20250189,2025,2025-08-20,Física,P006,Extensivo B, Física,,Presencial
L0002075,O20250190,2025,2025-02-24,Química,P008,Extensivo B,Laboratório Química,60,online
L0002076,O20250190,2025,2025-02-14,Química,P008,Extensivo B,Resolução de questões Química,90,Online
L0002077,O20250190,2025,2025-03-01,Química,P008,Extensivo B,Resolução de questões Química,120,
L0002078,O20250190,2025,2025-03-04,Química,P008,Extensivo B,Resolução de questões Química,,Presencial
L0002079,O20250190,2025,2025-04-11,Química,P008,Extensivo B,Laboratório Química,60,online
L0002080,O20250190,2025,2025-04-23,Química,P008,Extensivo B, Química,75,Híbrido
L0002081,O20250190,2025,2025-05-27,Química,P008,Extensivo B, Química,,Online
L0002082,O20250190,2025,2025-05-02,Química,P008,Extensivo B,Correção de simulado Química,120,Online
L0002083,O20250190,2025,2025-06-07,Química,P008,Extensivo B,Correção de simulado Química,,Online
L0002084,O20250190,2025,2025-06-20,Química,P008,Extensivo B,Correção de simulado Química,75,
L0002085,O20250190,2025,2025-07-02,Química,P008,Extensivo B,Resolução de questões Química,120,
L0002086,O20250190,2025,2025-07-07,Química,P008,Extensivo B,Revisão Química,60,Presencial
L0002087,O20250191,2025,2025-02-23,Biologia,P010,Extensivo B,Correção de simulado Biologia,120,
L0002088,O20250191,2025,2025-02-14,Biologia,P010,Extensivo B,Correção de simulado Biologia,75,Híbrido
L0002089,O20250191,2025,2025-03-22,Biologia,P010,Extensivo B,Resolução de questões Biologia,,Online
L0002090,O20250191,2025,2025-03-24,Biologia,P010,Extensivo B,Correção de simulado Biologia,50,Online
L0002091,O20250191,2025,2025-04-13,Biologia,P010,Extensivo B, Biologia,50,Presencial
L0002092,O20250191,2025,04-28-2025,Biologia,P010,Extensivo B,Resolução de questões Biologia,75,Presencial
L0002093,O20250191,2025,2025-05-17,Biologia,P010,Extensivo B, Biologia,120,Online
L0002094,O20250191,2025,2025-05-14,Biologia,P010,Extensivo B,Correção de simulado Biologia,75,Presencial
L0002095,O20250191,2025,2025-06-07,Biologia,P010,Extensivo B, Biologia,50,Presencial
L0002096,O20250192,2025,2025-02-02,História,P014,Extensivo B,Correção de simulado História,50,Online
L0002097,O20250192,2025,2025-02-26,História,P014,Extensivo B,Resolução de questões História,90,Presencial
L0002098,O20250192,2025,2025-03-09,História,P014,Extensivo B,Correção de simulado História,50,Híbrido
L0002099,O20250192,2025,2025-03-25,História,P014,Extensivo B,Correção de simulado História,75,Presencial
L0002100,O20250192,2025,2025-04-28,História,P014,Extensivo B,Revisão História,,
L0002101,O20250192,2025,2025-04-01,História,P014,Extensivo B,Laboratório História,,Híbrido
L0002102,O20250192,2025,2025-05-26,História,P014,Extensivo B,Aula teórica História,90,Híbrido
L0002103,O20250192,2025,2025-05-27,História,P014,Extensivo B,Laboratório História,,Híbrido
L0002104,O20250192,2025,2025-06-27,História,P014,Extensivo B, História,60,Híbrido
L0002105,O20250192,2025,2025-06-13,História,P014,Extensivo B,Correção de simulado História,60,online
L0002106,O20250192,2025,2025-07-01,História,P014,Extensivo B,Laboratório História,,
L0002107,O20250193,2025,2025-02-25,Geografia,P016,Extensivo B,Revisão Geografia,120,Presencial
L0002108,O20250193,2025,2025-02-04,Geografia,P016,Extensivo B,Laboratório Geografia,60,Online
L0002109,O20250193,2025,2025-03-24,Geografia,P016,Extensivo B,Resolução de questões Geografia,75,Presencial
L0002110,O20250193,2025,2025-03-01,Geografia,P016,Extensivo B,Revisão Geografia,75,Presencial
L0002111,O20250193,2025,2025-04-22,Geografia,P016,Extensivo B,Aula teórica Geografia,,Híbrido
L0002112,O20250193,2025,2025-04-01,Geografia,P016,Extensivo B,Aula teórica Geografia,75,Online
L0002113,O20250193,2025,2025-05-18,Geografia,P016,Extensivo B,Aula teórica Geografia,,
L0002114,O20250193,2025,2025-05-12,Geografia,P016,Extensivo B,Revisão Geografia,120,online
L0002115,O20250193,2025,2025-06-04,Geografia,P016,Extensivo B,Laboratório Geografia,60,
L0002116,O20250193,2025,2025-06-17,Geografia,P016,Extensivo B,Laboratório Geografia,75,Online
L0002117,O20250193,2025,2025-07-09,Geografia,P016,Extensivo B,Laboratório Geografia,,online
L0002118,O20250193,2025,2025-07-22,Geografia,P016,Extensivo B,Revisão Geografia,90,
L0002119,O20250193,2025,2025/08/04,Geografia,P016,Extensivo B,Revisão Geografia,,
L0002120,O20250194,2025,2025-02-14,Português,P020,Extensivo B, Português,90,Híbrido
L0002121,O20250194,2025,2025-02-20,Português,P020,Extensivo B,Resolução de questões Português,50,Presencial
L0002122,O20250194,2025,2025-03-01,Português,P020,Extensivo B,Laboratório Português,120,
L0002123,O20250194,2025,26/03/2025,Português,P020,Extensivo B,Laboratório Português,90,Híbrido
L0002124,O20250194,2025,2025-04-17,Português,P020,Extensivo B, Português,,Presencial
L0002125,O20250194,2025,2025-04-06,Português,P020,Extensivo B,Revisão Português,90,Híbrido
L0002126,O20250194,2025,2025-05-17,Português,P020,Extensivo B,Resolução de questões Português,,Híbrido
L0002127,O20250194,2025,2025-05-06,Português,P020,Extensivo B,Resolução de questões Português,90,Online
L0002128,O20250194,2025,2025-06-20,Português,P020,Extensivo B,Resolução de questões Português,75,Presencial
L0002129,O20250194,2025,2025-06-14,Português,P020,Extensivo B,Correção de simulado Português,90,Híbrido
L0002130,O20250194,2025,2025-07-11,Português,P020,Extensivo B,Correção de simulado Português,50,Presencial
L0002131,O20250195,2025,2025-02-19,Redação,P023,Extensivo B,Resolução de questões Redação,75,Híbrido
L0002132,O20250195,2025,2025-02-22,Redação,P023,Extensivo B,Laboratório Redação,75,Presencial
L0002133,O20250195,2025,2025-03-26,Redação,P023,Extensivo B,Revisão Redação,50,Presencial
L0002134,O20250195,2025,2025-03-14,Redação,P023,Extensivo B,Laboratório Redação,50,online
L0002135,O20250195,2025,2025-04-12,Redação,P023,Extensivo B,Laboratório Redação,75,
L0002136,O20250195,2025,2025-04-02,Redação,P023,Extensivo B,Revisão Redação,50,online
L0002137,O20250195,2025,27/05/2025,Redação,P023,Extensivo B,Resolução de questões Redação,75,Híbrido
L0002138,O20250195,2025,2025-05-09,Redação,P023,Extensivo B,Correção de simulado Redação,60,Híbrido
L0002139,O20250195,2025,2025-06-26,Redação,P023,Extensivo B,Resolução de questões Redação,75,
L0002140,O20250195,2025,2025-06-10,Redação,P023,Extensivo B, Redação,50,online
L0002141,O20250195,2025,2025-07-21,Redação,P023,Extensivo B,Laboratório Redação,75,online
L0002142,O20250195,2025,2025-07-28,Redação,P023,Extensivo B,Revisão Redação,,online
L0002143,O20250195,2025,2025-08-23,Redação,P023,Extensivo B,Laboratório Redação,50,Presencial
L0002144,O20250196,2025,2025-02-26,Inglês,P025,Extensivo B,Resolução de questões Inglês,120,Híbrido
L0002145,O20250196,2025,2025-02-09,Inglês,P025,Extensivo B,Laboratório Inglês,60,Online
L0002146,O20250196,2025,2025-03-17,Inglês,P025,Extensivo B,Aula teórica Inglês,120,
L0002147,O20250196,2025,2025-03-06,Inglês,P025,Extensivo B,Correção de simulado Inglês,60,Híbrido
L0002148,O20250196,2025,2025-04-11,Inglês,P025,Extensivo B,Laboratório Inglês,60,Híbrido
L0002149,O20250196,2025,04-28-2025,Inglês,P025,Extensivo B,Resolução de questões Inglês,120,Presencial
L0002150,O20250196,2025,2025-05-05,Inglês,P025,Extensivo B,Revisão Inglês,50,
L0002151,O20250196,2025,2025-05-07,Inglês,P025,Extensivo B,Revisão Inglês,50,online
L0002152,O20250196,2025,2025-06-27,Inglês,P025,Extensivo B,Revisão Inglês,,Online
L0002153,O20250196,2025,2025-06-21,Inglês,P025,Extensivo B,Aula teórica Inglês,120,
L0002154,O20250196,2025,2025-07-18,Inglês,P025,Extensivo B,Correção de simulado Inglês,75,online
L0002155,O20250197,2025,2025-02-25,FILOSOFIA,P029,Extensivo B,Aula teórica Filosofia,,
L0002156,O20250197,2025,2025-02-03,FILOSOFIA,P029,Extensivo B,Laboratório Filosofia,120,Híbrido
L0002157,O20250197,2025,2025-03-26,FILOSOFIA,P029,Extensivo B,Revisão Filosofia,60,
L0002158,O20250197,2025,2025-03-22,FILOSOFIA,P029,Extensivo B,Laboratório Filosofia,60,Híbrido
L0002159,O20250197,2025,2025-04-18,FILOSOFIA,P029,Extensivo B,Resolução de questões Filosofia,50,online
L0002160,O20250197,2025,2025-04-12,FILOSOFIA,P029,Extensivo B,Aula teórica Filosofia,90,Online
L0002161,O20250197,2025,10/05/2025,FILOSOFIA,P029,Extensivo B,Aula teórica Filosofia,75,
L0002162,O20250197,2025,2025-05-08,FILOSOFIA,P029,Extensivo B,Revisão Filosofia,90,
L0002163,O20250197,2025,2025-06-16,FILOSOFIA,P029,Extensivo B,Correção de simulado Filosofia,90,Presencial
L0002164,O20250197,2025,2025-06-28,FILOSOFIA,P029,Extensivo B,Resolução de questões Filosofia,75,
L0002165,O20250198,2025,2025-02-12,Sociologia,P031,Extensivo B,Correção de simulado Sociologia,,online
L0002166,O20250198,2025,2025-02-04,Sociologia,P031,Extensivo B,Resolução de questões Sociologia,75,Presencial
L0002167,O20250198,2025,2025-03-23,Sociologia,P031,Extensivo B,Correção de simulado Sociologia,50,Presencial
L0002168,O20250198,2025,2025-03-12,Sociologia,P031,Extensivo B,Correção de simulado Sociologia,90,Online
L0002169,O20250198,2025,2025-04-12,Sociologia,P031,Extensivo B,Laboratório Sociologia,60,online
L0002170,O20250198,2025,2025-04-07,Sociologia,P031,Extensivo B,Correção de simulado Sociologia,,
L0002171,O20250198,2025,2025-05-08,Sociologia,P031,Extensivo B,Laboratório Sociologia,120,Híbrido
L0002172,O20250198,2025,2025-05-27,Sociologia,P031,Extensivo B,Correção de simulado Sociologia,75,online
L0002173,O20250198,2025,2025-06-16,Sociologia,P031,Extensivo B,Correção de simulado Sociologia,90,Presencial
L0002174,O20250198,2025,2025-06-04,Sociologia,P031,Extensivo B,Aula teórica Sociologia,90,
L0002175,O20250198,2025,2025-07-24,Sociologia,P031,Extensivo B,Resolução de questões Sociologia,50,Presencial
L0002176,O20250199,2025,2025-02-01,Matemática,P004,Intensivo ENEM, Matemática,60,Híbrido
L0002177,O20250199,2025,2025-02-02,Matemática,P004,Intensivo ENEM, Matemática,90,Híbrido
L0002178,O20250199,2025,2025-03-27,Matemática,P004,Intensivo ENEM,Laboratório Matemática,90,Presencial
L0002179,O20250199,2025,2025-03-17,Matemática,P004,Intensivo ENEM,Laboratório Matemática,120,Híbrido
L0002180,O20250199,2025,2025-04-13,Matemática,P004,Intensivo ENEM,Correção de simulado Matemática,120,Presencial
L0002181,O20250199,2025,2025-04-02,Matemática,P004,Intensivo ENEM,Laboratório Matemática,75,online
L0002182,O20250199,2025,2025-05-13,Matemática,P004,Intensivo ENEM,Resolução de questões Matemática,50,Presencial
L0002183,O20250199,2025,2025-05-16,Matemática,P004,Intensivo ENEM,Resolução de questões Matemática,75,Online
L0002184,O20250199,2025,2025/06/07,Matemática,P004,Intensivo ENEM,Correção de simulado Matemática,50,online
L0002185,O20250199,2025,2025-06-27,Matemática,P004,Intensivo ENEM,Resolução de questões Matemática,120,
L0002186,O20250199,2025,2025-07-19,Matemática,P004,Intensivo ENEM,Correção de simulado Matemática,,Presencial
L0002187,O20250199,2025,2025-07-23,Matemática,P004,Intensivo ENEM,Revisão Matemática,120,Híbrido
L0002188,O20250199,2025,2025-08-15,Matemática,P004,Intensivo ENEM,Correção de simulado Matemática,50,Presencial
L0002189,O20250200,2025,2025-02-10,Física,P005,Intensivo ENEM,Aula teórica Física,,Presencial
L0002190,O20250200,2025,2025-02-21,Física,P005,Intensivo ENEM,Aula teórica Física,,Presencial
L0002191,O20250200,2025,2025-03-02,Física,P005,Intensivo ENEM,Revisão Física,90,
L0002192,O20250200,2025,2025-03-24,Física,P005,Intensivo ENEM,Aula teórica Física,50,Híbrido
L0002193,O20250200,2025,04-25-2025,Física,P005,Intensivo ENEM,Revisão Física,120,Online
L0002194,O20250200,2025,2025-04-14,Física,P005,Intensivo ENEM,Correção de simulado Física,50,
L0002195,O20250200,2025,2025-05-19,Física,P005,Intensivo ENEM,Laboratório Física,,
L0002196,O20250200,2025,2025-05-14,Física,P005,Intensivo ENEM, Física,75,Presencial
L0002197,O20250200,2025,2025-06-25,Física,P005,Intensivo ENEM,Resolução de questões Física,60,
L0002198,O20250200,2025,2025-06-09,Física,P005,Intensivo ENEM,Aula teórica Física,120,
L0002199,O20250201,2025,06/02/2025,Química,P008,Intensivo ENEM,Laboratório Química,90,Híbrido
L0002200,O20250201,2025,2025-02-05,Química,P008,Intensivo ENEM, Química,90,online
L0002201,O20250201,2025,2025-03-28,Química,P008,Intensivo ENEM,Laboratório Química,120,
L0002202,O20250201,2025,2025-03-13,Química,P008,Intensivo ENEM,Laboratório Química,60,Híbrido
L0002203,O20250201,2025,2025-04-21,Química,P008,Intensivo ENEM,Revisão Química,90,Híbrido
L0002204,O20250201,2025,2025-04-16,Química,P008,Intensivo ENEM,Aula teórica Química,90,
L0002205,O20250201,2025,2025-05-03,Química,P008,Intensivo ENEM,Laboratório Química,120,Presencial
L0002206,O20250201,2025,2025-05-21,Química,P008,Intensivo ENEM,Aula teórica Química,,Híbrido
L0002207,O20250201,2025,2025-06-17,Química,P008,Intensivo ENEM,Resolução de questões Química,60,Híbrido
L0002208,O20250202,2025,2025-02-27,Biologia,P012,Intensivo ENEM, Biologia,,Híbrido
L0002209,O20250202,2025,2025-02-07,Biologia,P012,Intensivo ENEM,Aula teórica Biologia,50,Online
L0002210,O20250202,2025,2025-03-17,Biologia,P012,Intensivo ENEM,Aula teórica Biologia,50,Online
L0002211,O20250202,2025,08/03/2025,Biologia,P012,Intensivo ENEM,Resolução de questões Biologia,60,online
L0002212,O20250202,2025,2025-04-27,Biologia,P012,Intensivo ENEM,Revisão Biologia,60,Presencial
L0002213,O20250202,2025,2025-04-10,Biologia,P012,Intensivo ENEM,Laboratório Biologia,90,Online
L0002214,O20250202,2025,2025-05-10,Biologia,P012,Intensivo ENEM,Aula teórica Biologia,50,Online
L0002215,O20250202,2025,2025-05-26,Biologia,P012,Intensivo ENEM, Biologia,,
L0002216,O20250202,2025,2025-06-27,Biologia,P012,Intensivo ENEM,Resolução de questões Biologia,60,
L0002217,O20250202,2025,2025-06-26,Biologia,P012,Intensivo ENEM,Resolução de questões Biologia,50,online
L0002218,O20250202,2025,2025-07-06,Biologia,P012,Intensivo ENEM,Revisão Biologia,,online
L0002219,O20250203,2025,2025-02-17,História,P015,Intensivo ENEM,Laboratório História,120,Híbrido
L0002220,O20250203,2025,2025-02-27,História,P015,Intensivo ENEM,Aula teórica História,120,Presencial
L0002221,O20250203,2025,2025-03-26,História,P015,Intensivo ENEM,Laboratório História,50,
