matricula_id,aluno_id,oferta_id,ano,materia_declarada,data_matricula,bolsa_percentual,status_matricula,nota_diagnostico,origem_captacao
M0007343,A00625,O20220075,2022,Inglês,2022-03-05,0,Concluída,69.9,Indicação
M0007344,A00625,O20220067,2022,Matemática,2022-01-22,,Concluída,75.8,
M0007345,A00625,O20220073,2022,Português,2022-01-15,15,Concluída,58.7,Feira escolar
M0007346,A00625,O20220069,2022,Química,2022-01-11,30,Trancada,70.5,Google
M0007347,A00625,O20220074,2022,Redação,2022-01-24,15,Concluída,60.5,
M0007348,A00625,O20230094,2023,Geografia,2023-01-12,50,Concluída,72.9,
M0007349,A00625,O20230093,2023,História,2023-03-22,0,Ativa,41.3,
M0007350,A00625,O20230097,2023,Inglês,2023-02-28,0,Trancada,42.0,Feira escolar
M0007351,A00625,O20230089,2023,Matemática,2023-01-23,50,,74.4,Instagram
M0007352,A00625,O20230095,2023,Português,2023-02-15,30,Concluída,30.0,
M0007353,A00625,O20230096,2023,Redação,04-27-2023,,Concluída,78.6,Instagram
M0007354,A00625,O20230099,2023,Sociologia,04/04/2023,0,Concluída,64.2,
M0007355,A00626,O20250186,2025,Filosofia,2025-04-19,15,Concluída,44.5,WhatsApp
M0007356,A00626,O20250178,2025,Física,2025-02-08,15,Trancada,71.0,Instagram
M0007357,A00626,O20250182,2025,Geografia,2025-01-14,10,Concluída,47.8,Feira escolar
M0007358,A00626,O20250181,2025,História,2025-04-08,25,,56.3,WhatsApp
M0007359,A00626,O20250185,2025,Ingles,2025-04-23,50,Concluída,48.2,Feira escolar
M0007360,A00626,O20250177,2025,Matemática,2025-02-21,0,Concluída,42.2,Feira escolar
M0007361,A00626,O20250183,2025,Português,2025-02-04,0,concluida,42.7,WhatsApp
M0007362,A00626,O20250184,2025,Redacao,2025-02-07,0,Ativa,55.5,Instagram
M0007363,A00626,O20250187,2025,Sociologia,14/04/2025,0,Concluída,52.4,
M0007364,A00627,O20210021,2021,FILOSOFIA,2021-03-27,10,Ativa,60.4,Feira escolar
M0007365,A00627,O20210013,2021,Física,2021-03-01,0,Ativa,60.4,Indicação
M0007366,A00627,O20210017,2021,Geografia,2021-03-23,20,Concluída,49.8,
M0007367,A00627,O20210016,2021,História,2021-01-24,0,concluida,64.6,Google
M0007368,A00627,O20210020,2021,Inglês,2021-03-28,15,Concluída,66.7,WhatsApp
M0007369,A00627,O20210012,2021,Matemática,2021-01-12,,concluida,67.3,Instagram
M0007370,A00627,O20210018,2021,Português,2021-03-05,0,Ativa,74.8,
M0007371,A00627,O20210014,2021,Química,04-26-2021,20,Concluída,54.7,
M0007372,A00627,O20210019,2021,Redação,2021-01-26,0,Ativa,85.5,WhatsApp
M0007373,A00627,O20210022,2021,Sociologia,2021-02-10,30,Concluída,31.4,Instagram
M0007374,A00627,O20220048,2022,Biologia,2022/04/26,50,Concluída,67.5,Instagram
M0007375,A00627,O20220054,2022,Filosofia,2022-04-21,20,Concluída,60.6,Instagram
M0007376,A00627,O20220046,2022,Física,2022-02-12,10,Ativa,61.5,
M0007377,A00627,O20220050,2022,GEOGRAFIA,2022-04-13,30,Concluída,65.7,Indicação
M0007378,A00627,O20220049,2022,História,2022-04-15,10,Concluída,65.5,Indicação
M0007379,A00627,O20220053,2022,Inglês,2022-01-06,15,Cancelada,53.8,Google
M0007380,A00627,O20220045,2022,Matemática,2022-04-08,0,Concluída,59.2,Feira escolar
M0007381,A00627,O20220051,2022,Português,2022-01-26,0,Concluída,57.3,Feira escolar
M0007382,A00627,O20220047,2022,Química,2022-01-13,30,Concluída,64.8,WhatsApp
M0007383,A00627,O20220052,2022,Redação,2022-04-23,0,Concluída,49.3,
M0007384,A00627,O20220055,2022,Sociologia,2022-03-15,20,Concluída,74.0,
M0007385,A00627,O20230092,2023,Biologia,2023-04-05,,Concluída,31.7,WhatsApp
M0007386,A00627,O20230098,2023,Filosofia,2023-03-05,10,Concluída,45.3,Google
M0007387,A00627,O20230090,2023,Física,2023-04-10,30,Concluída,79.5,Feira escolar
M0007388,A00627,O20230093,2023,História,2023-02-14,15,Concluída,38.7,Google
M0007389,A00627,O20230097,2023,Inglês,2023/01/04,10,Concluída,61.9,Instagram
M0007390,A00627,O20230089,2023,Matemática,2023-01-01,0,Concluída,19.2,WhatsApp
M0007391,A00627,O20230095,2023,Português,2023-03-12,30,Ativa,79.4,Feira escolar
M0007392,A00627,O20230096,2023,Redação,2023-01-12,30,Concluída,68.6,Instagram
M0007393,A00628,O20240136,2024,Biologia,2024-02-05,,concluida,60.0,Instagram
M0007394,A00628,O20240142,2024,Filosofia,2024-01-27,0,Cancelada,80.9,
M0007395,A00628,O20240134,2024,Física,2024/01/03,15,Concluída,84.5,Indicação
M0007396,A00628,O20240137,2024,História,2024-02-05,15,Concluída,59.6,Instagram
M0007397,A00628,O20240141,2024,Inglês,2024-04-15,25,Cancelada,72.0,Feira escolar
M0007398,A00628,O20240133,2024,Matemática,2024-04-22,,Concluída,29.0,
M0007399,A00628,O20240139,2024,Português,2024-04-01,10,Concluída,51.8,Feira escolar
M0007400,A00628,O20240135,2024,Química,2024-03-14,0,Concluída,40.4,WhatsApp
M0007401,A00628,O20240140,2024,Redação,2024-02-18,30,Concluída,46.8,Google
M0007402,A00628,O20250180,2025,Biologia,2025-01-03,25,Concluída,51.7,Instagram
M0007403,A00628,O20250186,2025,Filosofia,2025-04-05,20,Ativa,62.6,Indicação
M0007404,A00628,O20250178,2025,Física,2025-02-03,0,Concluída,75.4,Feira escolar
M0007405,A00628,O20250182,2025,Geografia,2025-03-17,15,Ativa,46.1,Google
M0007406,A00628,O20250181,2025,História,2025-03-03,0,Concluída,68.9,WhatsApp
M0007407,A00628,O20250185,2025,Inglês,2025-03-18,10,Concluída,73.5,Google
M0007408,A00628,O20250177,2025,Matemática,2025-04-02,20,Ativa,68.4,Indicação
M0007409,A00628,O20250183,2025,Português,2025-03-28,0,Concluída,60.2,Google
M0007410,A00628,O20250179,2025,Química,2025-03-27,,Concluída,58.8,Instagram
M0007411,A00628,O20250184,2025,Redação,2025-04-21,25,Ativa,28.9,Google
M0007412,A00628,O20250187,2025,Sociologia,2025-02-17,0,Concluída,80.9,Indicação
M0007413,A00629,O20220059,2022,Biologia,2022-02-23,15,Concluída,44.1,Indicação
M0007414,A00629,O20220065,2022,Filosofia,2022-02-05,25,Concluída,61.9,WhatsApp
M0007415,A00629,O20220057,2022,Física,2022/04/06,50,Ativa,65.1,Google
M0007416,A00629,O20220061,2022,GEOGRAFIA,2022-03-07,0,Concluída,66.5,WhatsApp
M0007417,A00629,O20220060,2022,História,2022-01-13,20,Concluída,35.2,Indicação
M0007418,A00629,O20220064,2022,Inglês,2022-02-10,50,Cancelada,64.5,Google
M0007419,A00629,O20220056,2022,Matemática,2022-04-06,,Concluída,65.4,Feira escolar
M0007420,A00629,O20220062,2022,Português,2022-02-15,15,Concluída,69.9,Google
M0007421,A00629,O20220058,2022,Química,2022-02-27,15,Concluída,51.1,WhatsApp
M0007422,A00629,O20220063,2022,Redação,2022/02/14,15,Concluída,67.6,
M0007423,A00629,O20220066,2022,Sociologia,2022-01-22,50,Concluída,62.4,Instagram
M0007424,A00630,O20230103,2023,Biologia,2023-02-20,0,Ativa,48.4,Google
M0007425,A00630,O20230109,2023,Filosofia,2023-04-24,0,Concluída,49.5,
M0007426,A00630,O20230101,2023,Física,2023-01-28,0,Concluída,65.1,WhatsApp
M0007427,A00630,O20230104,2023,História,2023-02-20,50,Ativa,70.6,
M0007428,A00630,O20230100,2023,Matemática,2023-01-03,20,Ativa,56.8,Instagram
M0007429,A00630,O20230106,2023,Português,2023-03-18,25,Ativa,40.5,Indicação
M0007430,A00630,O20230102,2023,Química,2023-04-04,10,Concluída,51.7,Feira escolar
M0007431,A00630,O20230107,2023,Redação,2023/02/18,,Trancada,58.8,WhatsApp
M0007432,A00630,O20230110,2023,Sociologia,2023-04-07,0,Concluída,71.9,Google
M0007433,A00630,O20240147,2024,Biologia,2024-03-16,30,Concluída,79.5,Feira escolar
M0007434,A00630,O20240153,2024,Filosofia,2024-02-07,,Concluída,65.3,Google
M0007435,A00630,O20240145,2024,Física,2024-01-15,50,Concluída,60.2,Instagram
M0007436,A00630,O20240149,2024,Geografia,2024-04-19,15,Concluída,44.0,Google
M0007437,A00630,O20240148,2024,História,2024-04-04,0,Concluída,54.1,Google
M0007438,A00630,O20240152,2024,Inglês,2024-02-28,15,Ativa,60.6,Feira escolar
M0007439,A00630,O20240144,2024,Matemática,2024-01-13,10,Concluída,44.1,WhatsApp
M0007440,A00630,O20240150,2024,Português,2024-01-19,15,Concluída,49.9,
M0007441,A00630,O20240151,2024,Redação,2024-02-22,30,Ativa,71.7,Indicação
M0007442,A00630,O20240154,2024,Sociologia,2024-03-26,25,Ativa,56.3,WhatsApp
M0007443,A00631,O20230109,2023,Filosofia,2023-03-27,20,Concluída,50.8,
M0007444,A00631,O20230101,2023,Física,2023-01-06,0,Ativa,59.5,WhatsApp
M0007445,A00631,O20230105,2023,Geografia,2023-04-23,,Ativa,66.2,
M0007446,A00631,O20230108,2023,Inglês,2023-01-27,0,Ativa,54.0,Indicação
M0007447,A00631,O20230100,2023,Matemática,2023-04-09,30,Concluída,65.9,Feira escolar
M0007448,A00631,O20230106,2023,Português,2023-03-17,0,Ativa,51.8,
M0007449,A00631,O20230107,2023,Redação,2023-04-19,0,Ativa,53.0,
M0007450,A00631,O20230110,2023,Sociologia,2023-04-13,0,Concluída,64.1,WhatsApp
M0007451,A00632,O20250213,2025,Biologia,2025-01-09,15,Concluída,69.9,Google
M0007452,A00632,O20250211,2025,Física,2025-01-19,,Concluída,54.9,Feira escolar
M0007453,A00632,O20250215,2025,Geografia,2025-02-22,30,Concluída,55.4,
M0007454,A00632,O20250214,2025,História,2025-02-22,0,Ativa,61.6,
M0007455,A00632,O20250218,2025,Inglês,2025-02-14,25,Concluída,68.6,
M0007456,A00632,O20250210,2025,Matemática,2025-03-20,10,Concluída,62.7,Google
M0007457,A00632,O20250216,2025,Português,2025-03-05,20,Concluída,67.7,Instagram
M0007458,A00632,O20250212,2025,Química,2025-03-27,0,Concluída,30.5,Google
M0007459,A00632,O20250217,2025,Redação,2025-01-19,50,Ativa,65.2,Instagram
M0007460,A00633,O20240136,2024,Biologia,2024-03-07,0,Concluída,76.3,WhatsApp
M0007461,A00633,O20240142,2024,Filosofia,2024-03-26,20,concluida,68.0,Instagram
M0007462,A00633,O20240134,2024,Física,2024-01-08,0,Ativa,45.7,Google
M0007463,A00633,O20240138,2024,Geografia,2024-01-14,30,Concluída,72.8,Indicação
M0007464,A00633,O20240137,2024,História,2024-04-06,10,Concluída,51.9,Google
M0007465,A00633,O20240141,2024,Inglês,2024-04-27,15,Concluída,80.3,Instagram
M0007466,A00633,O20240133,2024,Matemática,2024-02-27,0,Trancada,66.3,Feira escolar
M0007467,A00633,O20240139,2024,Português,2024-03-23,0,Ativa,43.2,Feira escolar
M0007468,A00633,O20240135,2024,Química,2024-02-15,15,Concluída,57.7,Feira escolar
M0007469,A00633,O20240140,2024,Redação,2024-04-21,0,Concluída,78.2,
M0007470,A00633,O20240143,2024,Sociologia,2024-03-09,25,Ativa,63.7,
M0007471,A00634,O20220048,2022,Biologia,2022-02-17,15,Concluída,62.6,Feira escolar
M0007472,A00634,O20220054,2022,FILOSOFIA,2022-01-02,0,Concluída,83.3,Indicação
M0007473,A00634,O20220046,2022,Física,2022-01-06,20,Concluída,73.8,Feira escolar
M0007474,A00634,O20220050,2022,Geografia,2022-02-12,,Concluída,74.3,
M0007475,A00634,O20220045,2022,Matemática,2022-04-01,,Concluída,40.7,
M0007476,A00634,O20220051,2022,Português,2022-03-09,25,Concluída,42.6,WhatsApp
M0007477,A00634,O20220052,2022,Redação,2022-02-10,50,Concluída,39.9,
M0007478,A00634,O20220055,2022,SOCIOLOGIA,24/01/2022,,Ativa,95.4,
M0007479,A00635,O20250180,2025,Biologia,2025-02-22,20,Concluída,81.0,Feira escolar
M0007480,A00635,O20250178,2025,Física,2025/02/25,30,Concluída,43.8,Indicação
M0007481,A00635,O20250182,2025,GEOGRAFIA,2025-03-02,30,Concluída,47.7,
M0007482,A00635,O20250181,2025,História,2025-04-16,30,Concluída,81.4,Feira escolar
M0007483,A00635,O20250185,2025,Inglês,2025-03-28,0,Concluída,54.2,Feira escolar
M0007484,A00635,O20250177,2025,Matemática,2025-01-11,30,Concluída,88.6,Feira escolar
M0007485,A00635,O20250183,2025,Português,2025-04-20,30,Concluída,72.2,WhatsApp
M0007486,A00635,O20250179,2025,Química,25/02/2025,15,Ativa,41.3,Indicação
M0007487,A00635,O20250184,2025,Redação,2025-02-13,0,Ativa,40.0,Google
M0007488,A00635,O20250187,2025,Sociologia,2025-03-04,10,Concluída,62.9,WhatsApp
M0007489,A00636,O20210015,2021,Biologia,2021-04-23,25,Concluída,70.0,
M0007490,A00636,O20210021,2021,Filosofia,2021-03-05,50,Concluída,61.4,
M0007491,A00636,O20210013,2021,Física,2021-02-05,,Concluída,59.2,
M0007492,A00636,O20210017,2021,Geografia,2021-04-03,,Concluída,66.1,Instagram
M0007493,A00636,O20210016,2021,História,2021-01-22,0,concluida,64.6,WhatsApp
M0007494,A00636,O20210020,2021,Inglês,2021-04-19,50,Trancada,53.1,Instagram
M0007495,A00636,O20210012,2021,Matemática,2021-03-17,0,Ativa,32.4,Google
M0007496,A00636,O20210018,2021,Português,2021-02-20,0,Ativa,54.6,
M0007497,A00636,O20210014,2021,Química,2021-02-06,50,Concluída,66.7,WhatsApp
M0007498,A00636,O20210019,2021,Redação,04-09-2021,0,Concluída,58.8,Feira escolar
M0007499,A00636,O20210022,2021,SOCIOLOGIA,2021-03-06,0,Concluída,44.2,Google
M0007500,A00636,O20220059,2022,Biologia,2022-01-16,30,Cancelada,75.5,Instagram
M0007501,A00636,O20220065,2022,Filosofia,2022-01-12,25,Ativa,52.2,Feira escolar
M0007502,A00636,O20220060,2022,História,2022-01-10,20,Concluída,45.6,
M0007503,A00636,O20220064,2022,Inglês,2022-03-15,50,Concluída,49.0,Feira escolar
M0007504,A00636,O20220056,2022,Matemática,2022-03-07,30,Concluída,44.0,
M0007505,A00636,O20220062,2022,Português,2022-03-12,0,Concluída,62.4,Google
M0007506,A00636,O20220063,2022,Redação,2022-01-01,0,Concluída,18.8,Google
M0007507,A00637,O20220081,2022,Biologia,2022-03-09,10,Concluída,30.9,
M0007508,A00637,O20220087,2022,Filosofia,2022-04-23,0,Concluída,84.0,Google
M0007509,A00637,O20220083,2022,Geografia,07/03/2022,50,Concluída,67.7,Feira escolar
M0007510,A00637,O20220082,2022,História,2022-03-02,25,Concluída,57.7,
M0007511,A00637,O20220086,2022,Inglês,2022-03-05,0,Concluída,78.7,WhatsApp
M0007512,A00637,O20220078,2022,Matemática,01-24-2022,0,Trancada,65.3,Feira escolar
M0007513,A00637,O20220084,2022,Português,2022-04-21,,Concluída,57.4,Google
M0007514,A00637,O20220080,2022,Química,2022-03-27,10,concluida,54.3,Instagram
M0007515,A00637,O20220085,2022,Redação,2022-04-19,0,Concluída,78.8,Google
M0007516,A00637,O20220088,2022,Sociologia,2022-02-13,10,Concluída,62.7,Indicação
M0007517,A00638,O20240147,2024,Biologia,2024-04-07,0,Concluída,63.9,Feira escolar
M0007518,A00638,O20240153,2024,Filosofia,2024-03-24,,Concluída,62.0,Instagram
M0007519,A00638,O20240149,2024,Geografia,2024-04-14,0,Ativa,75.8,Feira escolar
M0007520,A00638,O20240148,2024,História,2024-02-14,25,Trancada,74.4,Google
M0007521,A00638,O20240152,2024,Inglês,2024-02-12,25,Concluída,35.3,Feira escolar
M0007522,A00638,O20240144,2024,Matemática,2024-03-03,0,Concluída,39.5,WhatsApp
M0007523,A00638,O20240150,2024,Português,2024-03-09,,Cancelada,74.0,
M0007524,A00638,O20240151,2024,Redação,2024-01-12,50,Trancada,58.7,WhatsApp
M0007525,A00639,O20250191,2025,Biologia,2025-01-10,0,Trancada,58.6,Indicação
M0007526,A00639,O20250197,2025,Filosofia,2025-01-25,0,Cancelada,78.6,Instagram
M0007527,A00639,O20250189,2025,Física,2025-03-02,25,Concluída,71.2,Instagram
M0007528,A00639,O20250193,2025,Geografia,2025-02-17,,Ativa,53.1,
M0007529,A00639,O20250192,2025,História,2025-01-11,30,Concluída,43.7,Instagram
M0007530,A00639,O20250196,2025,Inglês,2025-01-26,15,Cancelada,39.8,WhatsApp
M0007531,A00639,O20250188,2025,Matemática,2025-01-22,50,Cancelada,38.6,Feira escolar
M0007532,A00639,O20250194,2025,Português,2025-04-24,0,concluida,67.1,Indicação
M0007533,A00639,O20250190,2025,Química,2025-02-02,0,Concluída,66.7,WhatsApp
M0007534,A00639,O20250195,2025,Redação,2025-04-08,30,Concluída,36.9,Feira escolar
M0007535,A00639,O20250198,2025,Sociologia,2025-01-09,0,Concluída,42.8,Google
M0007536,A00640,O20240158,2024,Biologia,2024-04-07,25,Concluída,72.1,Instagram
M0007537,A00640,O20240160,2024,Geografia,2024-02-09,20,Ativa,53.8,Indicação
M0007538,A00640,O20240159,2024,História,2024-04-25,,Concluída,51.3,Feira escolar
M0007539,A00640,O20240163,2024,Inglês,2024-04-03,0,Ativa,67.4,Google
M0007540,A00640,O20240155,2024,Matemática,2024-04-11,50,Concluída,49.7,Google
M0007541,A00640,O20240161,2024,Portugues,2024-03-17,0,Concluída,48.4,WhatsApp
M0007542,A00640,O20240157,2024,Química,2024-01-15,0,Concluída,42.1,Google
M0007543,A00640,O20240162,2024,Redação,2024/01/03,0,,62.5,WhatsApp
M0007544,A00640,O20240165,2024,Sociologia,27/01/2024,0,Ativa,61.4,Google
M0007545,A00641,O20240169,2024,Biologia,2024-02-03,30,Concluída,53.3,
M0007546,A00641,O20240175,2024,FILOSOFIA,2024-03-14,,Concluída,44.5,
M0007547,A00641,O20240167,2024,Física,2024-01-21,0,Concluída,53.1,Feira escolar
M0007548,A00641,O20240171,2024,Geografia,2024-01-05,,Trancada,63.5,
M0007549,A00641,O20240170,2024,História,15/03/2024,0,Ativa,68.2,Google
M0007550,A00641,O20240174,2024,Inglês,2024-02-07,0,Concluída,74.0,
M0007551,A00641,O20240166,2024,Matemática,2024/03/14,0,Concluída,78.0,WhatsApp
M0007552,A00641,O20240172,2024,Português,2024-03-04,25,Concluída,37.2,Google
M0007553,A00641,O20240173,2024,Redação,2024/04/22,0,Concluída,56.8,Feira escolar
M0007554,A00641,O20240176,2024,Sociologia,2024-01-21,30,Concluída,63.5,Indicação
M0007555,A00641,O20250202,2025,Biologia,2025-03-21,15,Concluída,42.8,Feira escolar
M0007556,A00641,O20250208,2025,Filosofia,2025-04-04,10,Concluída,46.1,Feira escolar
M0007557,A00641,O20250200,2025,Física,2025-03-10,50,Concluída,67.2,WhatsApp
M0007558,A00641,O20250203,2025,História,2025-01-14,0,Concluída,54.8,Google
M0007559,A00641,O20250199,2025,Matemática,2025-03-21,25,Concluída,63.2,Google
M0007560,A00641,O20250205,2025,Português,2025-04-27,50,Ativa,48.6,WhatsApp
M0007561,A00641,O20250206,2025,Redação,2025-04-04,50,concluida,72.4,Google
M0007562,A00641,O20250209,2025,Sociologia,2025-02-21,10,Ativa,62.3,
M0007563,A00642,O20230103,2023,Biologia,04-17-2023,0,Cancelada,37.8,Indicação
M0007564,A00642,O20230109,2023,Filosofia,2023-03-13,30,Concluída,70.6,Indicação
M0007565,A00642,O20230101,2023,FÍSICA,2023-04-18,,Concluída,56.9,Indicação
M0007566,A00642,O20230105,2023,Geografia,2023-04-21,10,Concluída,30.8,Indicação
M0007567,A00642,O20230104,2023,História,2023-02-22,30,Concluída,31.8,
M0007568,A00642,O20230108,2023,Inglês,2023-02-24,50,Concluída,58.0,Instagram
M0007569,A00642,O20230100,2023,Matemática,2023-02-21,30,Concluída,76.7,Google
M0007570,A00642,O20230106,2023,Português,2023-03-13,50,Concluída,84.7,Indicação
M0007571,A00642,O20230102,2023,Química,2023-02-22,25,Concluída,57.2,Instagram
M0007572,A00642,O20230107,2023,Redação,2023/01/07,10,Ativa,67.3,Instagram
M0007573,A00642,O20230110,2023,Sociologia,2023/02/04,30,,52.7,
M0007574,A00642,O20240158,2024,Biologia,2024-02-24,20,Concluída,48.5,
M0007575,A00642,O20240164,2024,Filosofia,2024-02-25,30,Trancada,61.7,Feira escolar
M0007576,A00642,O20240156,2024,Física,2024-03-18,15,Concluída,49.8,Instagram
M0007577,A00642,O20240160,2024,Geografia,2024-01-03,30,Concluída,54.1,
M0007578,A00642,O20240159,2024,História,2024-01-27,0,Concluída,42.3,Feira escolar
M0007579,A00642,O20240163,2024,Inglês,2024-03-07,30,Concluída,45.1,Google
M0007580,A00642,O20240155,2024,Matemática,2024-02-08,20,concluida,60.6,WhatsApp
M0007581,A00642,O20240161,2024,Português,2024-01-03,50,Concluída,44.6,Instagram
M0007582,A00642,O20240157,2024,Química,2024-02-06,0,concluida,58.1,Instagram
M0007583,A00642,O20240162,2024,Redação,2024-01-13,50,Concluída,36.9,Indicação
M0007584,A00642,O20240165,2024,Sociologia,2024-03-14,,Concluída,84.2,Instagram
M0007585,A00643,O20230114,2023,Biologia,2023-02-09,10,concluida,49.1,WhatsApp
M0007586,A00643,O20230120,2023,Filosofia,2023-02-23,0,Ativa,40.5,WhatsApp
M0007587,A00643,O20230112,2023,Física,2023-03-09,15,Concluída,52.3,Instagram
M0007588,A00643,O20230116,2023,Geografia,2023-04-26,30,Cancelada,39.2,WhatsApp
M0007589,A00643,O20230119,2023,Inglês,2023-03-25,0,Concluída,62.6,Instagram
M0007590,A00643,O20230111,2023,Matemática,2023-03-23,30,Concluída,51.2,Feira escolar
M0007591,A00643,O20230117,2023,Português,2023-02-24,15,concluida,40.7,WhatsApp
M0007592,A00643,O20230118,2023,Redação,2023-01-16,50,Concluída,31.1,Instagram
M0007593,A00643,O20230121,2023,Sociologia,2023-02-02,0,Concluída,29.6,Google
M0007594,A00644,O20250191,2025,Biologia,2025-03-13,0,Concluída,60.7,WhatsApp
M0007595,A00644,O20250197,2025,Filosofia,2025-01-24,20,Concluída,66.0,Instagram
M0007596,A00644,O20250189,2025,Física,2025-04-08,,Concluída,55.8,Feira escolar
M0007597,A00644,O20250192,2025,História,2025-02-01,20,Concluída,52.7,Instagram
M0007598,A00644,O20250196,2025,Inglês,2025-02-28,10,Cancelada,43.4,WhatsApp
M0007599,A00644,O20250188,2025,Matemática,2025-02-10,50,Concluída,79.9,WhatsApp
M0007600,A00644,O20250194,2025,PORTUGUÊS,2025-04-15,15,Concluída,67.7,Feira escolar
M0007601,A00644,O20250190,2025,Química,2025/03/08,0,concluida,51.3,WhatsApp
M0007602,A00644,O20250195,2025,Redação,2025-02-08,0,Ativa,74.4,WhatsApp
M0007603,A00645,O20250208,2025,Filosofia,2025-02-11,50,Ativa,68.9,Google
M0007604,A00645,O20250200,2025,Física,2025-02-08,15,Concluída,40.1,Instagram
M0007605,A00645,O20250204,2025,Geografia,2025-04-11,25,Concluída,55.1,Feira escolar
M0007606,A00645,O20250203,2025,História,2025-01-19,0,Concluída,55.0,Google
M0007607,A00645,O20250207,2025,Inglês,2025-04-04,25,Concluída,53.7,
M0007608,A00645,O20250199,2025,Matemática,13/01/2025,50,Concluída,68.3,Indicação
M0007609,A00645,O20250205,2025,Português,2025-01-17,10,Concluída,65.5,WhatsApp
M0007610,A00645,O20250201,2025,Química,2025-03-12,10,Concluída,84.2,Instagram
M0007611,A00645,O20250206,2025,Redação,2025-02-05,20,,37.9,Indicação
M0007612,A00645,O20250209,2025,Sociologia,09/01/2025,25,concluida,51.4,Instagram
M0007613,A00646,O20230120,2023,Filosofia,12/02/2023,15,Ativa,53.5,WhatsApp
M0007614,A00646,O20230116,2023,Geografia,2023-04-16,10,Trancada,71.4,Indicação
M0007615,A00646,O20230119,2023,Inglês,2023-01-14,20,Concluída,73.6,Feira escolar
M0007616,A00646,O20230111,2023,Mat.,2023-03-18,20,Concluída,24.8,Indicação
M0007617,A00646,O20230117,2023,Português,2023-01-17,25,Concluída,80.5,Feira escolar
M0007618,A00646,O20230118,2023,Redação,2023-03-26,0,Concluída,60.4,WhatsApp
M0007619,A00646,O20240158,2024,Biologia,2024-01-26,10,Ativa,32.7,Indicação
M0007620,A00646,O20240164,2024,Filosofia,2024-02-06,25,Concluída,61.1,Indicação
M0007621,A00646,O20240156,2024,Física,2024-02-07,10,Trancada,77.6,WhatsApp
M0007622,A00646,O20240160,2024,Geografia,2024-04-06,0,Concluída,53.2,WhatsApp
M0007623,A00646,O20240159,2024,História,2024-01-24,0,Concluída,61.1,Instagram
M0007624,A00646,O20240163,2024,Inglês,2024-03-18,0,Concluída,34.3,
M0007625,A00646,O20240155,2024,Matemática,2024-02-25,30,concluida,96.7,Instagram
M0007626,A00646,O20240161,2024,Português,2024-04-26,30,Trancada,56.9,Indicação
M0007627,A00646,O20240157,2024,Química,2024-02-21,0,Concluída,73.2,
M0007628,A00646,O20240162,2024,Redação,2024-01-02,0,Trancada,47.5,
M0007629,A00647,O20240156,2024,Física,2024-04-21,30,concluida,73.7,Feira escolar
M0007630,A00647,O20240159,2024,Historia,2024-01-09,15,Concluída,35.3,
M0007631,A00647,O20240163,2024,Inglês,2024-03-11,15,concluida,76.9,WhatsApp
M0007632,A00647,O20240155,2024,Matemática,2024-02-21,10,Concluída,45.1,Indicação
M0007633,A00647,O20240161,2024,Português,2024-04-18,30,Concluída,64.4,WhatsApp
M0007634,A00647,O20240162,2024,Redação,2024-01-26,25,Ativa,67.0,Google
M0007635,A00647,O20240165,2024,SOCIOLOGIA,2024-04-11,50,Ativa,58.5,Indicação
M0007636,A00647,O20250213,2025,Biologia,2025/04/04,30,Concluída,58.0,
M0007637,A00647,O20250219,2025,Filosofia,2025/03/01,50,Ativa,73.6,
M0007638,A00647,O20250211,2025,Física,2025-04-26,0,Concluída,73.5,Feira escolar
M0007639,A00647,O20250215,2025,Geografia,2025-04-04,0,Concluída,50.9,Instagram
M0007640,A00647,O20250214,2025,História,02/03/2025,50,Concluída,72.4,WhatsApp
M0007641,A00647,O20250218,2025,Inglês,2025-01-20,15,Concluída,59.0,Google
M0007642,A00647,O20250210,2025,Matemática,2025-04-21,0,Concluída,45.2,Indicação
M0007643,A00647,O20250216,2025,Português,2025-01-25,30,Ativa,58.8,Instagram
M0007644,A00647,O20250212,2025,QUÍMICA,2025/02/02,20,Concluída,57.3,WhatsApp
M0007645,A00647,O20250217,2025,Redação,2025-01-26,50,Concluída,33.2,
M0007646,A00648,O20210004,2021,Biologia,2021-03-12,0,Ativa,50.6,Indicação
M0007647,A00648,O20210002,2021,FÍSICA,2021-03-11,0,,56.5,WhatsApp
M0007648,A00648,O20210006,2021,Geografia,2021-02-27,30,Concluída,90.2,Indicação
M0007649,A00648,O20210009,2021,Inglês,2021-04-20,,Concluída,56.9,Feira escolar
M0007650,A00648,O20210001,2021,Matemática,2021-01-21,,Concluída,85.6,Feira escolar
M0007651,A00648,O20210007,2021,PORTUGUÊS,2021-02-23,20,Concluída,82.8,Google
M0007652,A00648,O20210003,2021,Quimica,2021-01-07,0,Concluída,57.5,Instagram
M0007653,A00648,O20210008,2021,Redação,2021-03-06,20,Cancelada,69.4,Feira escolar
M0007654,A00649,O20240153,2024,Filosofia,2024-01-16,20,Cancelada,55.7,Instagram
M0007655,A00649,O20240145,2024,Física,2024-02-13,,Ativa,62.4,Feira escolar
M0007656,A00649,O20240148,2024,Historia,2024-02-22,10,Concluída,59.6,Google
M0007657,A00649,O20240152,2024,Inglês,28/03/2024,50,Concluída,78.2,
M0007658,A00649,O20240144,2024,Matemática,2024-04-08,10,Ativa,37.2,Indicação
M0007659,A00649,O20240150,2024,Português,2024-02-02,25,Concluída,81.4,
