presenca_id,aula_id,aluno_id,status_presenca,atraso_min,justificativa
PA000072136,L0002300,A00570,Presente,20,
PA000072137,L0002300,A00584,Atrasado,0,
PA000072138,L0002300,A00612,Presente,15,
PA000072139,L0002300,A00647,Presente,20,
PA000072140,L0002300,A00684,Presente,0,
PA000072141,L0002300,A00706,Presente,,
PA000072142,L0002300,A00768,Atrasado,30,
PA000072143,L0002300,A00787,Presente,0,
PA000072144,L0002301,A00096,Presente,0,
PA000072145,L0002301,A00100,Presente,10,
PA000072146,L0002301,A00202,Presente,30,
PA000072147,L0002301,A00206,Presente,20,
PA000072148,L0002301,A00220,Presente,20,
PA000072149,L0002301,A00238,Ausente,,Atestado
PA000072150,L0002301,A00263,Ausente,,Problema de transporte
PA000072151,L0002301,A00267,Presente,0,
PA000072152,L0002301,A00274,Justificado,,Atestado
PA000072153,L0002301,A00341,Presente,20,
PA000072154,L0002301,A00367,Presente,30,
PA000072155,L0002301,A00385,Presente,30,
PA000072156,L0002301,A00402,Presente,,
PA000072157,L0002301,A00424,Presente,0,
PA000072158,L0002301,A00429,Presente,0,
PA000072159,L0002301,A00472,Presente,15,
PA000072160,L0002301,A00519,Presente,30,
PA000072161,L0002301,A00546,Presente,15,
PA000072162,L0002301,A00570,Presente,0,
PA000072163,L0002301,A00584,Presente,20,
PA000072164,L0002301,A00612,Presente,5,
PA000072165,L0002301,A00647,Presente,20,
PA000072166,L0002301,A00660,Presente,5,
PA000072167,L0002301,A00684,Presente,20,
PA000072168,L0002301,A00749,Presente,0,
PA000072169,L0002301,A00751,Ausente,,Problema de transporte
PA000072170,L0002301,A00768,Presente,,
PA000072171,L0002301,A00787,Ausente,,Atestado
PA000072172,L0002302,A00100,Presente,5,
PA000072173,L0002302,A00136,,,
PA000072174,L0002302,A00202,Presente,,
PA000072175,L0002302,A00206,Presente,0,
PA000072176,L0002302,A00220,Presente,20,
PA000072177,L0002302,A00263,Ausente,,Problema de transporte
PA000072178,L0002302,A00267,Presente,15,
PA000072179,L0002302,A00341,Presente,5,
PA000072180,L0002302,A00402,Presente,,
PA000072181,L0002302,A00423,Presente,10,
PA000072182,L0002302,A00424,Atrasado,,
PA000072183,L0002302,A00429,Presente,30,
PA000072184,L0002302,A00432,Presente,5,
PA000072185,L0002302,A00472,Presente,,
PA000072186,L0002302,A00519,Presente,30,
PA000072187,L0002302,A00546,Presente,15,
PA000072188,L0002302,A00584,Presente,0,
PA000072189,L0002302,A00632,Presente,0,
PA000072190,L0002302,A00660,Justificado,,Problema de transporte
PA000072191,L0002302,A00751,Presente,,
PA000072192,L0002302,A00787,Presente,0,
PA000072193,L0002303,A00096,Presente,0,
PA000072194,L0002303,A00100,Ausente,,Motivo familiar
PA000072195,L0002303,A00136,Presente,0,
PA000072196,L0002303,A00165,Presente,0,
PA000072197,L0002303,A00206,Presente,10,
PA000072198,L0002303,A00220,Presente,5,
PA000072199,L0002303,A00267,Atrasado,0,
PA000072200,L0002303,A00274,Presente,0,
PA000072201,L0002303,A00367,Presente,0,
PA000072202,L0002303,A00385,Presente,0,
PA000072203,L0002303,A00402,Justificado,,Conflito de horário
PA000072204,L0002303,A00423,Presente,,
PA000072205,L0002303,A00424,Presente,,
PA000072206,L0002303,A00429,Presente,15,
PA000072207,L0002303,A00472,Presente,20,
PA000072208,L0002303,A00519,Presente,0,
PA000072209,L0002303,A00570,Presente,0,
PA000072210,L0002303,A00584,Presente,5,
PA000072211,L0002303,A00602,Presente,15,
PA000072212,L0002303,A00612,Presente,,
PA000072213,L0002303,A00632,Presente,10,
PA000072214,L0002303,A00647,Presente,,
PA000072215,L0002303,A00660,Presente,20,
PA000072216,L0002303,A00684,Presente,0,
PA000072217,L0002303,A00706,Presente,10,
PA000072218,L0002303,A00749,Presente,0,
PA000072219,L0002303,A00751,Justificado,,Atestado
PA000072220,L0002303,A00768,Presente,0,
PA000072221,L0002303,A00787,Presente,10,
PA000072222,L0002303,A00800,Ausente,,Motivo familiar
PA000072223,L0002304,A00082,Ausente,,Problema de transporte
PA000072224,L0002304,A00100,Presente,15,
PA000072225,L0002304,A00136,Presente,0,
PA000072226,L0002304,A00165,Presente,0,
PA000072227,L0002304,A00202,Presente,10,
PA000072228,L0002304,A00206,Presente,15,
PA000072229,L0002304,A00220,Presente,0,
PA000072230,L0002304,A00238,Presente,0,
PA000072231,L0002304,A00267,Presente,,
PA000072232,L0002304,A00274,Presente,30,
PA000072233,L0002304,A00341,Presente,20,
PA000072234,L0002304,A00367,Ausente,,Motivo familiar
PA000072235,L0002304,A00402,Ausente,,
PA000072236,L0002304,A00423,Presente,,
PA000072237,L0002304,A00429,Presente,15,
PA000072238,L0002304,A00472,Presente,15,
PA000072239,L0002304,A00519,Presente,0,
PA000072240,L0002304,A00546,Presente,20,
PA000072241,L0002304,A00570,Presente,10,
PA000072242,L0002304,A00584,Presente,0,
PA000072243,L0002304,A00612,Atrasado,,
PA000072244,L0002304,A00632,Presente,,
PA000072245,L0002304,A00647,Presente,20,
PA000072246,L0002304,A00660,Ausente,,Problema de transporte
PA000072247,L0002304,A00706,Presente,5,
PA000072248,L0002304,A00749,Justificado,,Atestado
PA000072249,L0002304,A00751,Presente,30,
PA000072250,L0002304,A00768,Presente,0,
PA000072251,L0002304,A00787,Justificado,,Motivo familiar
PA000072252,L0002304,A00800,Ausente,,Problema de transporte
PA000072253,L0002305,A00096,Justificado,,
PA000072254,L0002305,A00100,Justificado,,Problema de transporte
PA000072255,L0002305,A00136,Presente,15,
PA000072256,L0002305,A00165,Presente,10,
PA000072257,L0002305,A00202,Ausente,,Problema de transporte
PA000072258,L0002305,A00206,Presente,,
PA000072259,L0002305,A00220,Presente,0,
PA000072260,L0002305,A00238,Presente,15,
PA000072261,L0002305,A00263,Presente,,
PA000072262,L0002305,A00267,Presente,20,
PA000072263,L0002305,A00274,Presente,5,
PA000072264,L0002305,A00385,Presente,10,
PA000072265,L0002305,A00402,Justificado,,Conflito de horário
PA000072266,L0002305,A00423,Presente,5,
PA000072267,L0002305,A00424,Presente,10,
PA000072268,L0002305,A00432,Presente,20,
PA000072269,L0002305,A00472,Atrasado,5,
PA000072270,L0002305,A00519,Ausente,,Problema de transporte
PA000072271,L0002305,A00546,Atrasado,10,
PA000072272,L0002305,A00570,Presente,5,
PA000072273,L0002305,A00584,presente,10,
PA000072274,L0002305,A00602,Presente,5,
PA000072275,L0002305,A00612,Presente,15,
PA000072276,L0002305,A00632,Presente,0,
PA000072277,L0002305,A00684,Presente,5,
PA000072278,L0002305,A00749,Presente,,
PA000072279,L0002305,A00751,Presente,30,
PA000072280,L0002305,A00768,Presente,10,
PA000072281,L0002305,A00787,Justificado,,Conflito de horário
PA000072282,L0002305,A00800,Presente,10,
PA000072283,L0002306,A00082,Presente,0,
PA000072284,L0002306,A00096,Ausente,,Problema de transporte
PA000072285,L0002306,A00100,Presente,0,
PA000072286,L0002306,A00136,Presente,20,
PA000072287,L0002306,A00165,Justificado,,Conflito de horário
PA000072288,L0002306,A00202,Ausente,,Atestado
PA000072289,L0002306,A00220,Presente,30,
PA000072290,L0002306,A00263,Presente,5,
PA000072291,L0002306,A00267,Presente,0,
PA000072292,L0002306,A00274,Presente,0,
PA000072293,L0002306,A00341,Justificado,,Atestado
PA000072294,L0002306,A00367,Presente,,
PA000072295,L0002306,A00385,Presente,15,
PA000072296,L0002306,A00402,presente,0,
PA000072297,L0002306,A00429,Presente,0,
PA000072298,L0002306,A00432,Presente,15,
PA000072299,L0002306,A00472,Presente,0,
PA000072300,L0002306,A00546,Ausente,,
PA000072301,L0002306,A00584,Presente,0,
PA000072302,L0002306,A00602,Atrasado,,
PA000072303,L0002306,A00612,Presente,5,
PA000072304,L0002306,A00632,Presente,0,
PA000072305,L0002306,A00647,Presente,15,
PA000072306,L0002306,A00749,Ausente,,Atestado
PA000072307,L0002306,A00751,Presente,0,
PA000072308,L0002306,A00768,Presente,0,
PA000072309,L0002306,A00787,Presente,10,
PA000072310,L0002306,A00800,Presente,0,
PA000072311,L0002307,A00082,Presente,15,
PA000072312,L0002307,A00096,Presente,0,
PA000072313,L0002307,A00100,,,
PA000072314,L0002307,A00165,Presente,0,
PA000072315,L0002307,A00238,Ausente,,Atestado
PA000072316,L0002307,A00263,Presente,30,
PA000072317,L0002307,A00341,Presente,10,
PA000072318,L0002307,A00367,Presente,0,
PA000072319,L0002307,A00385,Presente,0,
PA000072320,L0002307,A00423,Presente,0,
PA000072321,L0002307,A00429,Presente,0,
PA000072322,L0002307,A00432,Presente,0,
PA000072323,L0002307,A00472,Presente,30,
PA000072324,L0002307,A00519,Justificado,,
PA000072325,L0002307,A00546,Presente,,
PA000072326,L0002307,A00570,Presente,0,
PA000072327,L0002307,A00602,Presente,5,
PA000072328,L0002307,A00612,Presente,10,
PA000072329,L0002307,A00632,Presente,5,
PA000072330,L0002307,A00647,Presente,20,
PA000072331,L0002307,A00660,Ausente,,Problema de transporte
PA000072332,L0002307,A00684,Presente,0,
PA000072333,L0002307,A00749,Ausente,,Conflito de horário
PA000072334,L0002307,A00751,Presente,15,
PA000072335,L0002307,A00768,Presente,0,
PA000072336,L0002307,A00787,Presente,5,
PA000072337,L0002308,A00082,Presente,30,
PA000072338,L0002308,A00100,Presente,0,
PA000072339,L0002308,A00136,Presente,0,
PA000072340,L0002308,A00165,Presente,30,
PA000072341,L0002308,A00206,,,
PA000072342,L0002308,A00267,Presente,10,
PA000072343,L0002308,A00274,Presente,10,
PA000072344,L0002308,A00367,Presente,15,
PA000072345,L0002308,A00385,,,
PA000072346,L0002308,A00402,Ausente,,Atestado
PA000072347,L0002308,A00423,Atrasado,0,
PA000072348,L0002308,A00424,Presente,10,
PA000072349,L0002308,A00432,Justificado,,Problema de transporte
PA000072350,L0002308,A00472,Presente,5,
PA000072351,L0002308,A00519,Presente,0,
PA000072352,L0002308,A00546,Presente,20,
PA000072353,L0002308,A00570,Presente,20,
PA000072354,L0002308,A00602,Presente,0,
PA000072355,L0002308,A00612,Presente,0,
PA000072356,L0002308,A00647,Presente,10,
PA000072357,L0002308,A00660,Presente,30,
PA000072358,L0002308,A00684,Ausente,,Conflito de horário
PA000072359,L0002308,A00749,Presente,,
PA000072360,L0002308,A00751,Presente,,
PA000072361,L0002308,A00768,Presente,0,
PA000072362,L0002308,A00787,Presente,5,
PA000072363,L0002308,A00800,Presente,5,
PA000072364,L0002309,A00082,Ausente,,Atestado
PA000072365,L0002309,A00096,Presente,10,
PA000072366,L0002309,A00100,Presente,,
PA000072367,L0002309,A00136,Presente,0,
PA000072368,L0002309,A00202,Presente,5,
PA000072369,L0002309,A00220,Presente,10,
PA000072370,L0002309,A00238,Ausente,,Conflito de horário
PA000072371,L0002309,A00267,Presente,5,
PA000072372,L0002309,A00274,Presente,0,
PA000072373,L0002309,A00367,Presente,20,
PA000072374,L0002309,A00385,Presente,10,
PA000072375,L0002309,A00432,Presente,10,
PA000072376,L0002309,A00472,Presente,0,
PA000072377,L0002309,A00546,Presente,0,
PA000072378,L0002309,A00570,Presente,0,
PA000072379,L0002309,A00584,Atrasado,15,
PA000072380,L0002309,A00602,Presente,0,
PA000072381,L0002309,A00612,Presente,0,
PA000072382,L0002309,A00647,Presente,10,
PA000072383,L0002309,A00660,Presente,,
PA000072384,L0002309,A00706,Presente,10,
PA000072385,L0002309,A00751,Atrasado,0,
PA000072386,L0002309,A00768,Presente,30,
PA000072387,L0002309,A00787,Atrasado,0,
PA000072388,L0002309,A00800,Presente,0,
PA000072389,L0002310,A00096,Presente,20,
PA000072390,L0002310,A00136,,,
PA000072391,L0002310,A00165,Presente,0,
PA000072392,L0002310,A00202,Presente,0,
PA000072393,L0002310,A00220,Presente,15,
PA000072394,L0002310,A00263,Presente,30,
PA000072395,L0002310,A00274,Presente,30,
PA000072396,L0002310,A00341,Ausente,,Motivo familiar
PA000072397,L0002310,A00367,Presente,10,
PA000072398,L0002310,A00385,Presente,15,
PA000072399,L0002310,A00402,Ausente,,Conflito de horário
PA000072400,L0002310,A00423,Presente,0,
PA000072401,L0002310,A00424,Presente,15,
PA000072402,L0002310,A00429,Presente,0,
PA000072403,L0002310,A00432,Presente,,
PA000072404,L0002310,A00472,Presente,30,
PA000072405,L0002310,A00546,Presente,15,
PA000072406,L0002310,A00570,Presente,20,
PA000072407,L0002310,A00584,Presente,10,
PA000072408,L0002310,A00602,Presente,5,
PA000072409,L0002310,A00612,Presente,20,
PA000072410,L0002310,A00632,Presente,0,
PA000072411,L0002310,A00647,Presente,30,
PA000072412,L0002310,A00660,Justificado,,Conflito de horário
PA000072413,L0002310,A00684,Presente,30,
PA000072414,L0002310,A00706,Presente,15,
PA000072415,L0002310,A00768,Ausente,,Conflito de horário
PA000072416,L0002310,A00787,Ausente,,Problema de transporte
PA000072417,L0002310,A00800,Ausente,,Problema de transporte
PA000072418,L0002311,A00082,Presente,0,
PA000072419,L0002311,A00096,Presente,30,
PA000072420,L0002311,A00100,Presente,5,
PA000072421,L0002311,A00165,Presente,5,
PA000072422,L0002311,A00202,Presente,,
PA000072423,L0002311,A00220,Presente,15,
PA000072424,L0002311,A00263,Presente,0,
PA000072425,L0002311,A00267,Presente,0,
PA000072426,L0002311,A00274,Presente,5,
PA000072427,L0002311,A00341,Presente,30,
PA000072428,L0002311,A00367,Presente,,
PA000072429,L0002311,A00402,Presente,0,
PA000072430,L0002311,A00423,Ausente,,
PA000072431,L0002311,A00424,Ausente,,Atestado
PA000072432,L0002311,A00429,Presente,15,
PA000072433,L0002311,A00432,Presente,10,
PA000072434,L0002311,A00472,Presente,0,
PA000072435,L0002311,A00546,Presente,15,
PA000072436,L0002311,A00570,Presente,20,
PA000072437,L0002311,A00584,Presente,0,
PA000072438,L0002311,A00602,Presente,,
PA000072439,L0002311,A00612,Presente,0,
PA000072440,L0002311,A00632,Presente,30,
PA000072441,L0002311,A00647,Presente,0,
PA000072442,L0002311,A00660,Presente,0,
PA000072443,L0002311,A00684,Presente,0,
PA000072444,L0002311,A00706,Ausente,,Atestado
PA000072445,L0002311,A00768,Ausente,,Motivo familiar
PA000072446,L0002311,A00787,Presente,0,
PA000072447,L0002312,A00136,Ausente,,Conflito de horário
PA000072448,L0002312,A00165,Presente,30,
PA000072449,L0002312,A00202,Presente,0,
PA000072450,L0002312,A00206,Ausente,,Motivo familiar
PA000072451,L0002312,A00238,Presente,0,
PA000072452,L0002312,A00263,Presente,0,
PA000072453,L0002312,A00274,Ausente,,Motivo familiar
PA000072454,L0002312,A00367,Atrasado,30,
PA000072455,L0002312,A00402,presente,0,
PA000072456,L0002312,A00423,Atrasado,15,
PA000072457,L0002312,A00424,Presente,30,
PA000072458,L0002312,A00429,Presente,0,
PA000072459,L0002312,A00432,Presente,10,
PA000072460,L0002312,A00472,Atrasado,,
PA000072461,L0002312,A00519,Ausente,,Atestado
PA000072462,L0002312,A00570,Presente,0,
PA000072463,L0002312,A00584,Presente,15,
PA000072464,L0002312,A00632,Presente,10,
PA000072465,L0002312,A00647,Ausente,,
PA000072466,L0002312,A00660,Ausente,,Motivo familiar
PA000072467,L0002312,A00684,Justificado,,
PA000072468,L0002312,A00706,Ausente,,
PA000072469,L0002312,A00751,Presente,0,
PA000072470,L0002312,A00787,Presente,,
PA000072471,L0002313,A00136,Presente,10,
PA000072472,L0002313,A00165,Ausente,,Motivo familiar
PA000072473,L0002313,A00202,Presente,10,
PA000072474,L0002313,A00238,Presente,30,
PA000072475,L0002313,A00263,Presente,0,
PA000072476,L0002313,A00274,Presente,30,
PA000072477,L0002313,A00341,Presente,0,
PA000072478,L0002313,A00367,Presente,0,
PA000072479,L0002313,A00402,Atrasado,,
PA000072480,L0002313,A00423,Presente,,
PA000072481,L0002313,A00424,Presente,0,
PA000072482,L0002313,A00429,Presente,10,
PA000072483,L0002313,A00432,Justificado,,
PA000072484,L0002313,A00472,Presente,0,
PA000072485,L0002313,A00519,Presente,0,
PA000072486,L0002313,A00546,Presente,0,
PA000072487,L0002313,A00570,Presente,0,
PA000072488,L0002313,A00584,Presente,0,
PA000072489,L0002313,A00602,Presente,0,
PA000072490,L0002313,A00632,Presente,20,
PA000072491,L0002313,A00660,Presente,5,
PA000072492,L0002313,A00684,Presente,,
PA000072493,L0002313,A00706,Presente,20,
PA000072494,L0002313,A00751,Presente,,
PA000072495,L0002313,A00768,Presente,10,
PA000072496,L0002313,A00787,Presente,20,
PA000072497,L0002313,A00800,Presente,0,
PA000072498,L0002314,A00136,Presente,0,
PA000072499,L0002314,A00165,Presente,10,
PA000072500,L0002314,A00202,Ausente,,Problema de transporte
PA000072501,L0002314,A00206,Presente,,
PA000072502,L0002314,A00238,Presente,0,
PA000072503,L0002314,A00263,Justificado,,Conflito de horário
PA000072504,L0002314,A00367,Presente,10,
PA000072505,L0002314,A00402,Presente,30,
PA000072506,L0002314,A00423,Ausente,,Atestado
PA000072507,L0002314,A00424,Presente,15,
PA000072508,L0002314,A00429,Presente,30,
PA000072509,L0002314,A00432,Presente,0,
PA000072510,L0002314,A00519,Presente,0,
PA000072511,L0002314,A00546,Presente,,
PA000072512,L0002314,A00684,Presente,20,
PA000072513,L0002314,A00706,Atrasado,10,
PA000072514,L0002314,A00787,Justificado,,
PA000072515,L0002314,A00800,Presente,0,
PA000072516,L0002315,A00136,Presente,,
PA000072517,L0002315,A00165,Atrasado,,
PA000072518,L0002315,A00202,Ausente,,Atestado
PA000072519,L0002315,A00206,Ausente,,Motivo familiar
PA000072520,L0002315,A00238,Presente,30,
PA000072521,L0002315,A00263,Presente,20,
PA000072522,L0002315,A00402,Presente,5,
PA000072523,L0002315,A00424,Presente,5,
PA000072524,L0002315,A00432,Presente,0,
PA000072525,L0002315,A00472,Presente,5,
PA000072526,L0002315,A00519,Atrasado,10,
PA000072527,L0002315,A00546,Justificado,,
PA000072528,L0002315,A00570,Presente,30,
PA000072529,L0002315,A00612,Presente,15,
PA000072530,L0002315,A00632,Presente,0,
PA000072531,L0002315,A00647,Presente,10,
PA000072532,L0002315,A00660,Presente,0,
PA000072533,L0002315,A00684,Justificado,,Conflito de horário
PA000072534,L0002315,A00706,Presente,10,
PA000072535,L0002315,A00751,Presente,0,
PA000072536,L0002315,A00768,Presente,5,
PA000072537,L0002315,A00787,Presente,30,
PA000072538,L0002315,A00800,Presente,30,
PA000072539,L0002316,A00136,Presente,15,
PA000072540,L0002316,A00165,Presente,0,
PA000072541,L0002316,A00202,Presente,0,
PA000072542,L0002316,A00206,Ausente,,Conflito de horário
PA000072543,L0002316,A00263,Presente,20,
PA000072544,L0002316,A00274,Justificado,,Motivo familiar
PA000072545,L0002316,A00367,Presente,0,
PA000072546,L0002316,A00402,Presente,30,
PA000072547,L0002316,A00423,Presente,5,
PA000072548,L0002316,A00429,Presente,,
PA000072549,L0002316,A00432,Atrasado,0,
PA000072550,L0002316,A00584,Presente,0,
PA000072551,L0002316,A00602,Presente,0,
PA000072552,L0002316,A00612,Presente,20,
PA000072553,L0002316,A00647,Presente,0,
PA000072554,L0002316,A00660,Ausente,,Conflito de horário
PA000072555,L0002316,A00684,Presente,30,
PA000072556,L0002316,A00706,presente,20,
PA000072557,L0002316,A00751,Presente,30,
PA000072558,L0002316,A00768,Atrasado,0,
PA000072559,L0002316,A00787,Presente,5,
PA000072560,L0002316,A00800,Presente,,
PA000072561,L0002317,A00165,Presente,0,
PA000072562,L0002317,A00206,Ausente,,Conflito de horário
PA000072563,L0002317,A00274,Ausente,,
PA000072564,L0002317,A00341,Presente,5,
PA000072565,L0002317,A00367,Ausente,,Conflito de horário
PA000072566,L0002317,A00402,Presente,0,
PA000072567,L0002317,A00472,Presente,0,
PA000072568,L0002317,A00519,Atrasado,15,
PA000072569,L0002317,A00546,Presente,20,
PA000072570,L0002317,A00584,Presente,20,
PA000072571,L0002317,A00602,Ausente,,Conflito de horário
PA000072572,L0002317,A00612,Presente,20,
PA000072573,L0002317,A00647,Presente,,
PA000072574,L0002317,A00660,Presente,15,
PA000072575,L0002317,A00706,Presente,15,
PA000072576,L0002317,A00751,Presente,0,
PA000072577,L0002317,A00768,Presente,30,
PA000072578,L0002317,A00787,Atrasado,15,
PA000072579,L0002317,A00800,Presente,0,
PA000072580,L0002318,A00202,Presente,0,
PA000072581,L0002318,A00206,Presente,0,
PA000072582,L0002318,A00238,Presente,,
PA000072583,L0002318,A00341,Presente,30,
PA000072584,L0002318,A00402,Presente,20,
PA000072585,L0002318,A00423,Presente,0,
PA000072586,L0002318,A00424,Presente,30,
PA000072587,L0002318,A00429,Atrasado,,
PA000072588,L0002318,A00432,Atrasado,0,
PA000072589,L0002318,A00519,Presente,20,
PA000072590,L0002318,A00546,Presente,5,
PA000072591,L0002318,A00570,Presente,,
PA000072592,L0002318,A00602,Presente,,
PA000072593,L0002318,A00612,Presente,5,
PA000072594,L0002318,A00632,Presente,0,
PA000072595,L0002318,A00660,Presente,30,
PA000072596,L0002318,A00751,Presente,0,
PA000072597,L0002318,A00768,presente,10,
PA000072598,L0002318,A00787,Presente,15,
PA000072599,L0002318,A00800,Presente,,
PA000072600,L0002319,A00136,Presente,,
PA000072601,L0002319,A00202,Presente,,
PA000072602,L0002319,A00238,Ausente,,Motivo familiar
PA000072603,L0002319,A00341,Presente,20,
PA000072604,L0002319,A00367,Presente,0,
PA000072605,L0002319,A00402,Presente,30,
PA000072606,L0002319,A00423,Presente,20,
PA000072607,L0002319,A00424,Presente,,
PA000072608,L0002319,A00432,Presente,10,
PA000072609,L0002319,A00472,Presente,10,
PA000072610,L0002319,A00519,Presente,30,
PA000072611,L0002319,A00632,Presente,15,
PA000072612,L0002319,A00647,Presente,,
PA000072613,L0002319,A00660,Presente,30,
PA000072614,L0002319,A00706,Presente,0,
PA000072615,L0002319,A00751,Presente,15,
PA000072616,L0002319,A00768,Justificado,,Atestado
PA000072617,L0002319,A00787,Presente,0,
PA000072618,L0002319,A00800,Ausente,,Problema de transporte
PA000072619,L0002320,A00165,Presente,,
PA000072620,L0002320,A00274,Presente,0,
PA000072621,L0002320,A00402,Presente,0,
PA000072622,L0002320,A00429,Presente,30,
PA000072623,L0002320,A00472,Presente,5,
PA000072624,L0002320,A00519,Presente,0,
PA000072625,L0002320,A00546,presente,15,
PA000072626,L0002320,A00570,Presente,5,
PA000072627,L0002320,A00584,Presente,0,
PA000072628,L0002320,A00602,Presente,0,
PA000072629,L0002320,A00647,Presente,,
PA000072630,L0002320,A00684,Presente,5,
PA000072631,L0002320,A00706,Presente,15,
PA000072632,L0002320,A00751,Presente,0,
PA000072633,L0002320,A00768,Presente,10,
PA000072634,L0002320,A00787,Presente,20,
PA000072635,L0002321,A00165,Presente,0,
PA000072636,L0002321,A00202,Presente,0,
PA000072637,L0002321,A00206,Presente,5,
PA000072638,L0002321,A00238,Presente,0,
PA000072639,L0002321,A00263,Presente,15,
PA000072640,L0002321,A00341,Presente,20,
PA000072641,L0002321,A00402,Presente,0,
PA000072642,L0002321,A00423,Ausente,,Problema de transporte
PA000072643,L0002321,A00424,Presente,0,
PA000072644,L0002321,A00429,presente,5,
PA000072645,L0002321,A00432,Presente,0,
PA000072646,L0002321,A00472,Presente,0,
PA000072647,L0002321,A00519,Presente,0,
PA000072648,L0002321,A00546,Presente,0,
PA000072649,L0002321,A00570,Presente,10,
PA000072650,L0002321,A00584,Presente,20,
PA000072651,L0002321,A00602,Presente,0,
PA000072652,L0002321,A00632,Justificado,,Atestado
PA000072653,L0002321,A00647,Ausente,,Atestado
PA000072654,L0002321,A00660,Presente,0,
PA000072655,L0002321,A00684,Presente,0,
PA000072656,L0002321,A00751,Presente,0,
PA000072657,L0002321,A00768,Presente,0,
PA000072658,L0002321,A00800,Presente,5,
PA000072659,L0002322,A00165,Justificado,,Conflito de horário
PA000072660,L0002322,A00206,Presente,20,
PA000072661,L0002322,A00238,Presente,30,
PA000072662,L0002322,A00341,Presente,10,
PA000072663,L0002322,A00402,Presente,30,
PA000072664,L0002322,A00423,Presente,10,
PA000072665,L0002322,A00424,Presente,,
PA000072666,L0002322,A00472,Presente,30,
PA000072667,L0002322,A00519,Presente,0,
PA000072668,L0002322,A00546,Presente,20,
PA000072669,L0002322,A00570,Presente,10,
PA000072670,L0002322,A00584,Presente,30,
PA000072671,L0002322,A00612,Ausente,,Problema de transporte
PA000072672,L0002322,A00632,Presente,20,
PA000072673,L0002322,A00706,Justificado,,Problema de transporte
PA000072674,L0002322,A00751,Presente,,
PA000072675,L0002322,A00787,Atrasado,10,
PA000072676,L0002323,A00082,Presente,30,
PA000072677,L0002323,A00165,Presente,30,
PA000072678,L0002323,A00202,Ausente,,Atestado
PA000072679,L0002323,A00220,Presente,15,
PA000072680,L0002323,A00238,Presente,5,
PA000072681,L0002323,A00267,Presente,20,
PA000072682,L0002323,A00274,Presente,0,
PA000072683,L0002323,A00341,Presente,5,
PA000072684,L0002323,A00367,Presente,0,
PA000072685,L0002323,A00402,Presente,5,
PA000072686,L0002323,A00423,Presente,0,
PA000072687,L0002323,A00424,Presente,30,
PA000072688,L0002323,A00429,Presente,5,
PA000072689,L0002323,A00432,Presente,0,
PA000072690,L0002323,A00519,Presente,20,
PA000072691,L0002323,A00632,Justificado,,Atestado
PA000072692,L0002323,A00660,Atrasado,0,
PA000072693,L0002323,A00684,,,
PA000072694,L0002323,A00706,Presente,0,
PA000072695,L0002323,A00749,Presente,,
PA000072696,L0002323,A00751,Presente,5,
PA000072697,L0002324,A00082,Presente,10,
PA000072698,L0002324,A00165,Presente,30,
PA000072699,L0002324,A00202,Ausente,,Atestado
PA000072700,L0002324,A00238,Presente,,
PA000072701,L0002324,A00263,Presente,,
PA000072702,L0002324,A00274,Presente,0,
PA000072703,L0002324,A00341,Ausente,,Problema de transporte
PA000072704,L0002324,A00424,Ausente,,Conflito de horário
PA000072705,L0002324,A00429,Presente,15,
PA000072706,L0002324,A00432,Presente,20,
PA000072707,L0002324,A00472,Justificado,,
PA000072708,L0002324,A00570,Presente,0,
PA000072709,L0002324,A00602,Presente,,
PA000072710,L0002324,A00632,Presente,,
PA000072711,L0002324,A00647,Presente,5,
PA000072712,L0002324,A00660,Atrasado,0,
PA000072713,L0002324,A00684,Presente,0,
PA000072714,L0002324,A00706,Presente,30,
PA000072715,L0002324,A00749,Presente,10,
PA000072716,L0002324,A00751,Justificado,,Atestado
PA000072717,L0002325,A00082,Presente,30,
PA000072718,L0002325,A00165,Presente,0,
PA000072719,L0002325,A00202,Presente,0,
PA000072720,L0002325,A00220,Presente,20,
PA000072721,L0002325,A00238,Presente,,
PA000072722,L0002325,A00267,Ausente,,Problema de transporte
PA000072723,L0002325,A00274,Presente,0,
PA000072724,L0002325,A00341,Presente,0,
PA000072725,L0002325,A00367,Presente,0,
PA000072726,L0002325,A00424,Presente,30,
PA000072727,L0002325,A00429,Presente,30,
PA000072728,L0002325,A00432,Ausente,,Atestado
PA000072729,L0002325,A00472,Presente,15,
PA000072730,L0002325,A00570,Presente,,
PA000072731,L0002325,A00584,Presente,0,
PA000072732,L0002325,A00602,Presente,5,
PA000072733,L0002325,A00647,Presente,20,
PA000072734,L0002325,A00660,Presente,,
PA000072735,L0002325,A00684,Presente,5,
PA000072736,L0002325,A00706,Presente,0,
PA000072737,L0002326,A00082,Presente,,
PA000072738,L0002326,A00165,Presente,0,
PA000072739,L0002326,A00202,Presente,,
PA000072740,L0002326,A00206,Justificado,,Atestado
PA000072741,L0002326,A00220,Presente,30,
PA000072742,L0002326,A00238,Ausente,,Conflito de horário
PA000072743,L0002326,A00274,,,
PA000072744,L0002326,A00341,Presente,,
PA000072745,L0002326,A00367,Ausente,,Problema de transporte
PA000072746,L0002326,A00402,Presente,0,
PA000072747,L0002326,A00423,Presente,,
PA000072748,L0002326,A00424,Presente,0,
PA000072749,L0002326,A00429,Presente,,
