resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00019029,S20250147,A00664,2025,Finalizado,57.6,35,37,2025-11-01 18:45,Desktop,3,Online
R00019030,S20250147,A00037,2025,finalizado,39.3,23,76,2025-04-01 13:45,desktop,1,Sul
R00019031,S20250147,A00146,2025,Finalizado,63.3,39,42,2025-04-01 17:15,Celular,1,Aldeota
R00019032,S20250147,A00285,2025,Finalizado,62.7,39,63,24/10/2025 09:45,Tablet,2,
R00019033,S20250147,A00705,2025,Finalizado,81.5,46,79,2025-09-11 19:30,Tablet,1,Centro
R00019034,S20250147,A00320,2025,Finalizado,39.3,23,45,2025-06-05 09:45,desktop,,Sul
R00019035,S20250147,A00312,2025,Finalizado,43.7,24,47,2025-04-20 12:15,Desktop,3,
R00019036,S20250147,A00109,2025,Finalizado,59.1,35,52,2025-04-24 11:30,Tablet,1,
R00019037,S20250147,A00799,2025,Finalizado,81.6,53,53,10-07-2025 08:30,,3,Online
R00019038,S20250147,A00482,2025,Ausente,,,,28/04/2025 15:15,Celular,1,Sul
R00019039,S20250147,A00134,2025,Finalizado,30.1,23,90,2025-10-15 12:45,desktop,1,
R00019040,S20250147,A00361,2025,Finalizado,57.4,33,70,2025-08-11 19:15,Tablet,2,Centro
R00019041,S20250147,A00704,2025,Finalizado,89.5,53,94,2025-11-27 10:00,desktop,1,Aldeota
R00019042,S20250147,A00635,2025,Finalizado,68.3,38,74,2025-04-08 11:00,Papel,3,online
R00019043,S20250147,A00463,2025,Incompleto,69.6,42,64,2025/09/06 12:30,desktop,2,Online
R00019044,S20250147,A00357,2025,Finalizado,68.7,38,80,2025-09-18,Papel,2,online
R00019045,S20250147,A00247,2025,Finalizado,79.3,50,44,2025-07-02 12:00,,,
R00019046,S20250147,A00649,2025,Finalizado,20.5,15,82,2025-10-14 17:30,Celular,,Sul
R00019047,S20250147,A00385,2025,Incompleto,58.2,36,82,2025-11-27 11:45,desktop,1,Centro
R00019048,S20250147,A00656,2025,Finalizado,69.7,43,58,2025-10-28 18:15,desktop,,Centro
R00019049,S20250147,A00645,2025,Finalizado,49.3,30,76,2025-05-16 19:45,Celular,3,online
R00019050,S20250147,A00086,2025,Finalizado,61.5,39,76,2025-07-05 08:30,,,online
R00019051,S20250147,A00116,2025,Finalizado,62.6,38,57,2025-11-22 17:00,,3,Sul
R00019052,S20250147,A00335,2025,Finalizado,64.8,40,58,2025-05-26 08:00,Tablet,1,online
R00019053,S20250147,A00261,2025,Finalizado,65.9,44,97,2025-04-25 13:30,,2,online
R00019054,S20250147,A00429,2025,Ausente,,,,2025-04-16 18:30,Desktop,2,Aldeota
R00019055,S20250147,A00573,2025,Ausente,,,,2025-09-16,Papel,3,
R00019056,S20250147,A00787,2025,finalizado,63.5,43,47,2025/06/26 11:15,Papel,,Aldeota
R00019057,S20250147,A00694,2025,Finalizado,81.6,50,91,2025-08-07 10:00,,1,online
R00019058,S20250147,A00226,2025,Finalizado,81.3,48,54,2025-10-08 11:45,Tablet,1,Centro
R00019059,S20250147,A00641,2025,Incompleto,76.5,41,61,2025-04-10 16:00,,,Aldeota
R00019060,S20250147,A00419,2025,Finalizado,78.0,49,76,08-01-2025 19:30,desktop,2,Aldeota
R00019061,S20250147,A00440,2025,Finalizado,86.9,54,75,2025-07-11 19:30,,1,Sul
R00019062,S20250147,A00139,2025,Finalizado,60.5,40,34,2025-05-06 14:00,,3,Online
R00019063,S20250147,A00761,2025,Ausente,,,,2025-11-18 10:45,,2,
R00019064,S20250147,A00201,2025,Finalizado,71.2,46,88,2025-07-25 19:45,Celular,3,Sul
R00019065,S20250147,A00209,2025,Finalizado,31.1,20,76,2025-09-13 17:00,Celular,1,Sul
R00019066,S20250147,A00485,2025,Finalizado,46.6,28,55,2025-11-23 19:45,Desktop,1,online
R00019067,S20250147,A00136,2025,Ausente,,,,2025-04-11,Papel,1,
R00019068,S20250147,A00170,2025,Finalizado,85.4,53,72,2025-06-23 13:45,,,Sul
R00019069,S20250147,A00168,2025,Finalizado,80.0,48,37,2025-05-02,Celular,1,Sul
R00019070,S20250147,A00700,2025,Finalizado,84.0,48,51,2025-10-28 16:30,,,online
R00019071,S20250147,A00163,2025,Finalizado,79.1,45,99,2025-11-01 10:30,Celular,2,online
R00019072,S20250147,A00087,2025,Finalizado,70.7,43,42,2025/10/09 10:30,Desktop,,online
R00019073,S20250147,A00244,2025,Finalizado,66.9,40,57,2025-07-13 18:00,desktop,2,Online
R00019074,S20250147,A00223,2025,Finalizado,77.2,46,51,2025-09-02 19:45,Celular,1,Aldeota
R00019075,S20250147,A00290,2025,Finalizado,91.0,57,74,2025-05-21 15:45,,1,online
R00019076,S20250147,A00130,2025,Finalizado,50.2,32,51,2025-07-14 11:00,Papel,,Sul
R00019077,S20250147,A00472,2025,Finalizado,79.9,51,65,2025/06/19 12:45,Papel,1,online
R00019078,S20250147,A00079,2025,Finalizado,61.8,34,53,2025-08-28 08:00,Celular,1,Aldeota
R00019079,S20250147,A00768,2025,Finalizado,57.3,33,79,2025-08-10 10:00,Papel,3,Aldeota
R00019080,S20250147,A00423,2025,Ausente,,,,2025-07-28 19:30,Tablet,1,Aldeota
R00019081,S20250148,A00440,2025,Finalizado,62.2,26,52,2025-06-04 08:00,Tablet,1,
R00019082,S20250148,A00700,2025,Finalizado,67.6,20,59,2025-09-11 14:30,Celular,3,Aldeota
R00019083,S20250148,A00660,2025,Finalizado,73.7,25,65,2025-07-07 14:30,Tablet,2,online
R00019084,S20250148,A00062,2025,Finalizado,75.0,22,47,2025-11-22 15:15,Papel,1,Aldeota
R00019085,S20250148,A00300,2025,Finalizado,72.9,21,69,2025-08-26 18:30,,1,Centro
R00019086,S20250148,A00173,2025,Finalizado,27.9,10,48,2025-10-28 19:00,Celular,1,Centro
R00019087,S20250148,A00366,2025,Incompleto,83.1,26,73,2025-07-15 09:45,,1,online
R00019088,S20250148,A00008,2025,Finalizado,82.4,26,60,2025-09-23 11:30,desktop,1,Centro
R00019089,S20250148,A00202,2025,Finalizado,65.8,15,44,2025-08-01 12:15,Celular,,Aldeota
R00019090,S20250148,A00017,2025,Finalizado,52.4,17,62,2025-06-04 19:30,Desktop,,Online
R00019091,S20250148,A00374,2025,Finalizado,61.8,21,45,2025-05-06,,1,Aldeota
R00019092,S20250148,A00425,2025,Finalizado,72.5,21,48,2025-08-07,Celular,1,Aldeota
R00019093,S20250148,A00503,2025,Finalizado,62.6,20,70,2025-09-09 19:30,Tablet,,Sul
R00019094,S20250148,A00797,2025,Finalizado,44.9,16,84,2025-10-09 19:30,Tablet,1,Centro
R00019095,S20250148,A00788,2025,Ausente,,,,2025-09-08,desktop,2,Aldeota
R00019096,S20250148,A00286,2025,Finalizado,42.7,15,59,2025-09-06 16:00,,2,Aldeota
R00019097,S20250148,A00380,2025,Finalizado,98.1,30,60,2025-05-13 08:45,desktop,1,Sul
R00019098,S20250148,A00437,2025,Incompleto,46.1,17,41,2025-06-02 18:15,Tablet,2,online
R00019099,S20250148,A00703,2025,Finalizado,70.4,17,101,2025-08-21 11:15,Desktop,1,Online
R00019100,S20250148,A00702,2025,Finalizado,81.9,20,74,2025-05-28 11:30,desktop,2,Aldeota
R00019101,S20250148,A00620,2025,Incompleto,62.7,20,63,2025/06/06 14:45,Tablet,,Aldeota
R00019102,S20250148,A00540,2025,Finalizado,78.2,22,53,01/10/2025 10:15,Desktop,,Centro
R00019103,S20250148,A00321,2025,Finalizado,49.6,18,45,2025-09-22 16:15,Desktop,1,Centro
R00019104,S20250148,A00021,2025,Finalizado,83.2,23,999,2025-04-17 14:15,,3,
R00019105,S20250148,A00589,2025,Incompleto,68.4,19,89,2025-11-08 14:45,Desktop,,Sul
R00019106,S20250148,A00663,2025,Finalizado,27.6,9,59,2025-11-12 14:30,Papel,3,Online
R00019107,S20250148,A00516,2025,Finalizado,66.5,23,61,06-24-2025,desktop,1,Online
R00019108,S20250148,A00252,2025,Finalizado,55.2,15,66,2025-07-25 10:45,Celular,2,Centro
R00019109,S20250148,A00626,2025,Finalizado,68.1,20,66,2025-11-16 13:00,Desktop,1,Aldeota
R00019110,S20250148,A00757,2025,Finalizado,71.5,21,96,2025-10-16 11:45,Celular,1,
R00019111,S20250148,A00588,2025,Ausente,,,,2025-11-24,,1,Online
R00019112,S20250148,A00432,2025,Ausente,,,,2025-05-11 11:15,Papel,2,
R00019113,S20250148,A00061,2025,Finalizado,37.0,12,75,2025-04-17 15:45,Celular,1,Aldeota
R00019114,S20250148,A00719,2025,Finalizado,53.5,17,62,2025-10-21 12:45,Papel,3,Aldeota
R00019115,S20250148,A00680,2025,Finalizado,45.1,13,57,2025-09-14 10:30,desktop,1,Aldeota
R00019116,S20250148,A00470,2025,Finalizado,59.4,15,78,2025-09-25 16:45,Celular,2,
R00019117,S20250148,A00152,2025,Finalizado,75.9,24,60,2025-05-28 13:30,,1,online
R00019118,S20250148,A00096,2025,Finalizado,54.4,18,74,2025-10-20,Tablet,1,Sul
R00019119,S20250148,A00002,2025,Finalizado,85.7,29,58,2025-04-06 16:45,Tablet,1,online
R00019120,S20250148,A00402,2025,Finalizado,57.1,17,45,2025-11-06 18:30,Celular,1,Centro
R00019121,S20250148,A00265,2025,Finalizado,46.8,13,43,2025-07-22,,1,
R00019122,S20250148,A00290,2025,Ausente,,,,2025-09-14 09:15,Papel,1,
R00019123,S20250148,A00533,2025,Finalizado,65.3,19,61,2025-04-28 14:00,Celular,2,Online
R00019124,S20250148,A00647,2025,Finalizado,53.6,17,47,2025-10-21 19:45,,1,Online
R00019125,S20250148,A00274,2025,Finalizado,44.8,15,15,2025-08-06 16:30,Celular,2,Online
R00019126,S20250148,A00644,2025,Finalizado,51.5,18,47,2025-07-12 15:30,desktop,3,online
R00019127,S20250148,A00419,2025,Finalizado,68.2,21,93,2025-11-03 16:00,Desktop,1,Aldeota
R00019128,S20250148,A00493,2025,Finalizado,14.5,1,47,2025-09-06 13:15,desktop,,Online
R00019129,S20250148,A00751,2025,Finalizado,36.9,8,5,2025-05-19,Celular,,
R00019130,S20250148,A00743,2025,Finalizado,79.7,26,91,2025-09-08 13:45,desktop,1,
R00019131,S20250148,A00421,2025,Incompleto,58.6,15,61,2025-09-06 08:15,Celular,2,Centro
R00019132,S20250148,A00778,2025,Finalizado,56.7,16,107,2025-05-16 08:30,Celular,2,Online
R00019133,S20250148,A00100,2025,Finalizado,61.8,19,79,2025-10-24 08:15,desktop,1,Centro
R00019134,S20250148,A00439,2025,Finalizado,61.2,16,28,2025-06-10,Celular,3,Aldeota
R00019135,S20250148,A00435,2025,Finalizado,59.8,21,82,2025-09-25 14:45,,2,
R00019136,S20250148,A00129,2025,Finalizado,64.5,21,67,2025-07-04 13:00,Celular,2,Sul
R00019137,S20250148,A00731,2025,Ausente,,,,2025-05-01 18:15,desktop,3,online
R00019138,S20250148,A00047,2025,Ausente,,,,2025-10-23 14:00,desktop,1,Aldeota
R00019139,S20250148,A00055,2025,Ausente,,,,2025/07/21 13:00,Desktop,3,Sul
R00019140,S20250148,A00315,2025,Incompleto,105,29,64,2025-04-17 11:00,Desktop,1,Aldeota
R00019141,S20250148,A00467,2025,Finalizado,38.1,11,55,2025-04-01 12:00,desktop,2,Online
R00019142,S20250148,A00082,2025,Finalizado,46.6,15,45,2025-10-04 11:45,,,online
R00019143,S20250148,A00164,2025,Finalizado,66.3,16,60,2025-08-27 17:45,Celular,3,
R00019144,S20250148,A00587,2025,Incompleto,72.6,24,72,2025-10-21 18:45,Desktop,,Aldeota
R00019145,S20250148,A00632,2025,Finalizado,33.7,10,50,2025-11-06 10:30,Celular,2,Aldeota
R00019146,S20250148,A00168,2025,Finalizado,55.7,18,84,2025-05-25 09:00,Tablet,1,
R00019147,S20250148,A00693,2025,Finalizado,54.7,17,97,2025-11-04 08:45,Papel,1,
R00019148,S20250148,A00728,2025,Finalizado,78.9,24,102,2025-09-01 11:15,,1,online
R00019149,S20250148,A00450,2025,Finalizado,63.3,16,87,2025-06-24 13:45,Desktop,1,Sul
R00019150,S20250148,A00113,2025,Finalizado,62.8,17,67,2025-04-13,,1,Aldeota
R00019151,S20250148,A00463,2025,Finalizado,70.0,20,73,2025-06-24 16:45,Papel,2,Aldeota
R00019152,S20250148,A00628,2025,Finalizado,46.1,19,48,2025-10-09 16:15,,1,Aldeota
R00019153,S20250148,A00580,2025,Finalizado,55.2,21,46,2025-06-23 09:30,Tablet,1,Sul
R00019154,S20250148,A00206,2025,Incompleto,61.7,19,80,2025-09-06 18:30,Tablet,1,Online
R00019155,S20250148,A00335,2025,Finalizado,68.1,17,68,2025-11-03 12:45,Celular,,Online
R00019156,S20250148,A00266,2025,finalizado,67.6,19,67,2025-06-21 10:00,,1,Sul
R00019157,S20250148,A00253,2025,Finalizado,47.4,19,76,2025/10/02 12:00,Celular,1,
R00019158,S20250148,A00485,2025,,81.8,22,66,2025-10-27 14:15,desktop,1,Centro
R00019159,S20250148,A00482,2025,Finalizado,58.9,16,83,2025-08-23 14:15,Desktop,2,Centro
R00019160,S20250148,A00165,2025,Incompleto,29.9,4,94,2025-06-25 11:00,,1,Centro
R00019161,S20250148,A00213,2025,finalizado,61.3,22,64,2025-10-20 16:30,Tablet,3,Centro
R00019162,S20250148,A00473,2025,Finalizado,64.9,20,73,2025-07-07 19:15,Tablet,1,online
R00019163,S20250148,A00732,2025,Finalizado,52.4,12,45,2025-08-14 16:00,Papel,3,Online
R00019164,S20250148,A00238,2025,Finalizado,53.6,16,37,2025-06-02 14:15,Papel,1,online
R00019165,S20250148,A00655,2025,Finalizado,64.1,19,85,2025-11-08 14:15,desktop,1,Sul
R00019166,S20250148,A00649,2025,Finalizado,61.1,22,51,2025/08/20,Desktop,,
R00019167,S20250148,A00138,2025,Finalizado,49.0,14,62,2025-05-17 16:45,Tablet,3,Online
R00019168,S20250148,A00787,2025,Ausente,,,,10-04-2025 19:45,,1,Sul
R00019169,S20250148,A00786,2025,Ausente,,,,2025-06-22 17:30,,1,Centro
R00019170,S20250148,A00615,2025,Finalizado,74.2,24,57,2025-07-05 15:45,Celular,1,Centro
R00019171,S20250148,A00514,2025,Finalizado,96.2,29,70,2025/10/24 13:30,,,
R00019172,S20250148,A00624,2025,Finalizado,67.4,18,86,2025-04-21 12:15,Tablet,,
R00019173,S20250148,A00564,2025,Finalizado,93.3,29,62,2025-04-15 14:00,Celular,1,Online
R00019174,S20250148,A00744,2025,Ausente,,,,2025-07-01 11:45,desktop,1,online
R00019175,S20250148,A00519,2025,Finalizado,21.1,6,36,2025-07-06 14:45,Celular,1,Online
R00019176,S20250148,A00479,2025,Finalizado,61.6,19,92,2025-07-07 08:30,Papel,3,Centro
R00019177,S20250148,A00271,2025,Finalizado,71.5,23,79,2025-05-18 08:00,,3,Centro
R00019178,S20250148,A00320,2025,Finalizado,76.5,23,44,2025-07-24 08:45,,1,Online
R00019179,S20250148,A00496,2025,,75.8,22,58,2025-11-20 18:30,Celular,2,Centro
R00019180,S20250148,A00051,2025,Finalizado,52.7,14,71,2025-06-09 09:00,desktop,2,online
R00019181,S20250148,A00159,2025,Finalizado,39.7,12,82,2025-11-02 08:45,,3,Aldeota
R00019182,S20250148,A00247,2025,Finalizado,66.2,20,60,2025-07-24 08:30,,3,Online
R00019183,S20250148,A00261,2025,Finalizado,72.7,19,69,2025-07-09 09:00,Celular,3,Online
R00019184,S20250148,A00641,2025,Finalizado,73.5,18,68,2025-05-13 09:45,Desktop,1,Centro
R00019185,S20250148,A00385,2025,Ausente,,,,2025-05-03 12:00,Desktop,2,
R00019186,S20250148,A00341,2025,Finalizado,27.6,9,76,2025-06-03 11:45,Tablet,1,Sul
R00019187,S20250148,A00131,2025,Finalizado,46.4,13,65,2025-09-17 16:00,Desktop,2,Online
R00019188,S20250148,A00037,2025,Finalizado,64.1,17,45,2025-04-23 12:00,Papel,1,Aldeota
R00019189,S20250148,A00198,2025,Finalizado,74.2,23,86,2025-04-02 10:15,Desktop,2,Aldeota
R00019190,S20250148,A00190,2025,Incompleto,65.0,19,70,2025-11-20,desktop,1,Aldeota
R00019191,S20250148,A00706,2025,Finalizado,79.2,26,50,2025-07-09 09:30,desktop,1,Aldeota
R00019192,S20250148,A00639,2025,Finalizado,65.2,17,65,2025-09-28 17:45,,1,Aldeota
R00019193,S20250148,A00472,2025,Finalizado,45.7,18,65,2025-09-28 14:00,,1,Aldeota
R00019194,S20250148,A00694,2025,Finalizado,86.6,27,69,2025-10-22 19:15,desktop,3,online
R00019195,S20250148,A00701,2025,Finalizado,64.8,20,53,2025-04-22,,1,online
R00019196,S20250149,A00564,2025,Finalizado,53.3,32,23,2025-09-04 11:30,desktop,3,Sul
R00019197,S20250149,A00450,2025,Finalizado,85.1,49,27,2025-08-10,Desktop,1,Centro
R00019198,S20250149,A00202,2025,Finalizado,39.3,25,41,2025-07-23 19:00,Celular,2,Aldeota
R00019199,S20250149,A00581,2025,Finalizado,75.6,45,35,2025-04-19 09:15,Desktop,3,Aldeota
R00019200,S20250149,A00516,2025,Finalizado,54.2,31,41,2025-08-18 15:30,Tablet,,online
R00019201,S20250149,A00100,2025,Ausente,,,,2025-07-14 11:45,Desktop,2,
R00019202,S20250149,A00584,2025,Finalizado,52.9,32,44,2025-06-19 11:00,Tablet,3,Aldeota
R00019203,S20250149,A00447,2025,Finalizado,64.8,38,18,2025-08-02 14:30,desktop,1,Sul
R00019204,S20250149,A00168,2025,Finalizado,33.8,21,50,2025-08-21 14:00,Papel,,Centro
R00019205,S20250149,A00331,2025,Finalizado,49.5,28,42,2025-10-24 09:15,Papel,1,Online
R00019206,S20250149,A00320,2025,Incompleto,73.0,44,59,2025-09-26 15:15,Papel,,online
R00019207,S20250149,A00300,2025,Incompleto,44.8,26,28,2025-09-12 08:15,desktop,3,Aldeota
R00019208,S20250149,A00379,2025,Ausente,,,,2025-10-19 19:30,Tablet,3,Aldeota
R00019209,S20250149,A00757,2025,finalizado,44.8,27,39,2025-07-15 12:15,desktop,3,Aldeota
R00019210,S20250149,A00512,2025,Finalizado,60.2,34,67,2025-06-13 18:45,desktop,1,online
R00019211,S20250149,A00533,2025,Finalizado,56.9,35,34,2025-09-19 11:45,Desktop,1,Centro
R00019212,S20250149,A00473,2025,finalizado,30.8,19,52,11/10/2025 10:30,Tablet,1,
R00019213,S20250149,A00788,2025,Finalizado,50.6,30,45,2025-04-17 11:30,Papel,2,Sul
R00019214,S20250149,A00271,2025,Finalizado,86.5,51,38,2025-09-04 17:15,,1,Centro
R00019215,S20250149,A00472,2025,Finalizado,56.7,33,45,2025-06-02 18:45,Celular,1,Online
R00019216,S20250149,A00173,2025,Finalizado,82.9,48,36,2025-04-18 11:30,Celular,1,
R00019217,S20250149,A00782,2025,Ausente,,,,2025-04-01 13:00,Papel,1,
R00019218,S20250149,A00136,2025,Finalizado,47.3,31,49,2025-06-20 16:30,Celular,1,Sul
R00019219,S20250149,A00082,2025,Finalizado,38.6,21,24,2025-05-14 19:30,Papel,1,
R00019220,S20250149,A00440,2025,Finalizado,45.3,29,51,2025-05-13 17:00,desktop,2,Sul
R00019221,S20250149,A00109,2025,Finalizado,47.7,28,60,2025-11-25 17:45,Papel,,Online
R00019222,S20250149,A00701,2025,Finalizado,44.8,22,38,2025-09-15 12:00,,,
R00019223,S20250149,A00728,2025,Finalizado,24.5,14,33,2025-07-16 12:30,Celular,1,
R00019224,S20250149,A00226,2025,Finalizado,86.1,53,36,2025-06-15 14:15,,1,Centro
R00019225,S20250149,A00432,2025,Finalizado,46.5,29,53,2025-10-09 13:00,desktop,1,online
R00019226,S20250149,A00546,2025,Finalizado,66.7,39,36,2025-11-23 13:00,,1,
R00019227,S20250149,A00305,2025,Ausente,,,,2025-04-05,desktop,,Centro
R00019228,S20250149,A00626,2025,Finalizado,53.3,34,47,2025/08/17 13:45,Papel,1,Aldeota
R00019229,S20250149,A00448,2025,Finalizado,66.4,38,40,2025-09-16 11:00,desktop,1,Online
R00019230,S20250149,A00693,2025,Finalizado,51.5,29,41,2025-11-27 13:45,Tablet,1,Sul
R00019231,S20250149,A00532,2025,finalizado,79.8,45,51,2025-10-19 13:00,Papel,2,Online
R00019232,S20250149,A00580,2025,Incompleto,54.1,37,32,2025-08-05 15:45,Desktop,3,Aldeota
R00019233,S20250149,A00261,2025,Finalizado,52.4,33,49,2025-09-14 13:00,Papel,2,Centro
R00019234,S20250149,A00337,2025,Incompleto,65.8,39,51,2025-08-18 17:00,desktop,1,Sul
R00019235,S20250149,A00030,2025,Finalizado,68.3,41,37,2025-07-11 09:45,desktop,1,Centro
R00019236,S20250149,A00037,2025,Finalizado,52.6,32,49,2025-09-12,Papel,,Centro
R00019237,S20250149,A00366,2025,Finalizado,93.0,55,39,2025-10-16 15:45,Tablet,3,
R00019238,S20250149,A00165,2025,Finalizado,70.1,44,29,2025-06-24 17:00,desktop,1,Aldeota
R00019239,S20250149,A00049,2025,Incompleto,69.6,41,32,2025-06-09 17:00,Tablet,1,Centro
R00019240,S20250149,A00265,2025,Finalizado,21.4,12,26,2025-08-20 19:15,Celular,,online
R00019241,S20250149,A00274,2025,Finalizado,75.6,47,40,2025-05-21,,1,online
R00019242,S20250149,A00081,2025,finalizado,73.9,40,47,02/06/2025 16:45,Papel,1,
R00019243,S20250149,A00435,2025,Finalizado,24.8,14,44,2025-09-28 12:15,,3,Online
R00019244,S20250149,A00649,2025,Finalizado,85.6,51,42,2025-08-11 16:45,desktop,3,
R00019245,S20250149,A00505,2025,Finalizado,68.3,42,40,2025-08-03 15:15,Celular,1,
R00019246,S20250149,A00152,2025,finalizado,88.8,53,37,2025-09-07 12:15,Papel,,Aldeota
R00019247,S20250149,A00751,2025,Finalizado,54.8,33,33,2025-11-01 18:30,Tablet,1,Centro
R00019248,S20250149,A00008,2025,finalizado,64.7,40,56,2025-09-23 17:30,Tablet,1,
R00019249,S20250149,A00357,2025,Finalizado,82.2,49,24,2025-08-06 08:30,Desktop,1,Aldeota
R00019250,S20250149,A00704,2025,Ausente,,,,2025/04/28 12:15,desktop,1,Online
R00019251,S20250149,A00624,2025,Finalizado,56.8,37,53,2025/07/15 11:30,Papel,3,Sul
R00019252,S20250149,A00669,2025,Finalizado,55.5,32,56,2025/10/19 16:30,Celular,2,Sul
R00019253,S20250149,A00588,2025,Finalizado,63.1,36,48,2025-09-19 19:00,Tablet,,
R00019254,S20250149,A00315,2025,Finalizado,99.2,59,46,2025-09-01,,1,
R00019255,S20250149,A00201,2025,finalizado,67.8,41,58,2025-05-11 15:00,Celular,1,Aldeota
R00019256,S20250149,A00768,2025,Finalizado,63.1,36,49,2025-06-28,Desktop,1,Online
R00019257,S20250149,A00760,2025,Finalizado,53.4,34,42,2025-05-19 08:15,desktop,1,Online
R00019258,S20250149,A00568,2025,Finalizado,69.3,41,49,2025-08-13 17:00,desktop,1,Centro
R00019259,S20250149,A00570,2025,Finalizado,52.9,30,42,2025-08-03 17:30,desktop,2,Sul
R00019260,S20250149,A00641,2025,Ausente,,,,2025-04-20 08:15,,3,online
R00019261,S20250149,A00579,2025,Ausente,,,,2025-06-12 15:15,Tablet,3,
R00019262,S20250149,A00166,2025,Finalizado,48.0,28,140,2025-08-15 13:45,Tablet,1,Sul
R00019263,S20250149,A00134,2025,Finalizado,80.4,49,37,2025-05-28,,1,Centro
R00019264,S20250149,A00761,2025,Finalizado,60.5,36,29,2025-04-15 19:45,desktop,3,Sul
R00019265,S20250149,A00206,2025,Finalizado,66.4,43,33,2025-04-01 18:45,desktop,1,Aldeota
R00019266,S20250149,A00541,2025,Finalizado,54.2,32,41,2025-08-19 18:30,Tablet,1,Online
R00019267,S20250149,A00482,2025,Ausente,,,,2025-05-04 16:45,desktop,,Centro
R00019268,S20250149,A00673,2025,Finalizado,65.2,39,44,2025-08-15 18:45,desktop,1,Sul
R00019269,S20250149,A00160,2025,Ausente,,,,2025-05-12 18:45,Celular,3,Aldeota
R00019270,S20250149,A00139,2025,Finalizado,31.2,16,46,2025-05-01 16:45,Desktop,,Online
R00019271,S20250149,A00439,2025,Finalizado,41.8,23,50,2025-05-02,Papel,,Online
R00019272,S20250149,A00209,2025,Finalizado,53.1,32,46,06-28-2025 09:00,Papel,1,
R00019273,S20250149,A00660,2025,Finalizado,37.4,23,25,16/09/2025 08:45,,1,Aldeota
R00019274,S20250149,A00256,2025,Finalizado,47.6,27,49,2025-05-11,Celular,,Sul
R00019275,S20250149,A00645,2025,Finalizado,37.8,20,60,2025-07-03 10:30,,1,
R00019276,S20250149,A00164,2025,Finalizado,59.3,36,33,2025-04-21,Celular,,online
R00019277,S20250149,A00129,2025,Finalizado,96.0,59,53,2025-06-07 19:00,Desktop,2,Online
R00019278,S20250149,A00632,2025,Ausente,,,,2025-09-01 16:45,Celular,1,Centro
R00019279,S20250149,A00744,2025,Incompleto,92.3,54,43,2025-08-03 17:45,Tablet,,
R00019280,S20250149,A00423,2025,Finalizado,55.1,33,42,2025-09-04 16:00,desktop,1,online
R00019281,S20250149,A00743,2025,Finalizado,52.0,29,41,2025-10-20 09:30,,3,
R00019282,S20250149,A00705,2025,Finalizado,70.4,42,18,2025-11-24 10:45,Desktop,,Sul
R00019283,S20250149,A00131,2025,Finalizado,72.2,38,44,05-22-2025 08:45,desktop,3,Aldeota
R00019284,S20250149,A00297,2025,Ausente,,,,2025-04-17 08:30,Papel,,
R00019285,S20250149,A00021,2025,Finalizado,61.5,38,41,2025-07-18 19:15,,,Sul
R00019286,S20250149,A00781,2025,Incompleto,66.0,39,55,2025/09/27 09:45,desktop,1,Aldeota
R00019287,S20250149,A00062,2025,Finalizado,89.0,50,41,2025-10-21 16:00,,1,online
R00019288,S20250149,A00190,2025,Finalizado,64.6,40,30,2025-11-20 17:45,Papel,1,Sul
R00019289,S20250149,A00469,2025,Finalizado,51.3,30,41,2025-08-14 15:30,Celular,,
R00019290,S20250149,A00655,2025,Finalizado,68.0,43,42,2025-09-03 09:30,Tablet,3,Online
R00019291,S20250149,A00799,2025,Finalizado,69.9,43,40,19/06/2025 09:30,Tablet,1,
R00019292,S20250149,A00219,2025,Incompleto,44.1,27,35,2025-10-28 08:45,Papel,1,Centro
R00019293,S20250149,A00644,2025,Incompleto,45.4,25,45,2025-10-14 17:30,desktop,1,Online
R00019294,S20250149,A00700,2025,Finalizado,52.4,31,43,2025-04-14 08:30,desktop,1,Aldeota
R00019295,S20250149,A00065,2025,Finalizado,64.9,37,38,2025-06-23,desktop,3,online
R00019296,S20250149,A00317,2025,Finalizado,75.3,42,48,2025-04-21 13:00,,1,Sul
R00019297,S20250149,A00503,2025,Finalizado,79.6,47,25,2025-11-27 16:45,Papel,1,online
R00019298,S20250149,A00493,2025,Finalizado,56.2,32,36,2025-04-02 15:30,desktop,,Aldeota
R00019299,S20250149,A00418,2025,Finalizado,62.2,35,34,2025-04-13 19:00,desktop,1,online
R00019300,S20250149,A00253,2025,Finalizado,52.7,30,37,2025-10-11 18:15,Celular,2,online
R00019301,S20250149,A00133,2025,Finalizado,27.7,17,47,2025-04-04 14:00,Celular,1,Online
R00019302,S20250149,A00666,2025,Ausente,,,,2025-07-05 17:30,Tablet,1,Online
R00019303,S20250149,A00387,2025,Finalizado,28.9,13,33,2025-08-14 19:00,Tablet,2,online
R00019304,S20250149,A00455,2025,Ausente,,,,2025-04-07 13:00,Tablet,1,Online
R00019305,S20250149,A00266,2025,finalizado,46.1,28,35,2025-04-17 19:45,Desktop,1,
R00019306,S20250149,A00329,2025,Finalizado,68.5,42,51,2025-04-04 08:00,Papel,1,Online
R00019307,S20250149,A00111,2025,Finalizado,59.2,38,43,2025-05-23,Celular,3,online
