resultado_id,simulado_id,aluno_id,ano,materia,status_realizacao,nota,nota_valida,nota_pct,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00015980,S20240124,A00200,2024,Inglês,Finalizado,61.0,61.0,61.0,57,271.0,2024-11-23 08:45:00,Tablet,,Não informado
R00015981,S20240124,A00012,2024,Inglês,Finalizado,99.3,99.3,99.3,90,118.0,2024-07-06 13:45:00,Celular,2,Online
R00015982,S20240124,A00222,2024,Inglês,Finalizado,31.6,31.6,31.6,28,250.0,2024-04-26 12:45:00,Desktop,1,Não informado
R00015983,S20240124,A00614,2024,Inglês,Incompleto,82.7,82.7,82.7,74,199.0,2024-08-24 08:30:00,Papel,2,Sul
R00015984,S20240124,A00705,2024,Inglês,Finalizado,80.1,80.1,80.1,71,259.0,2024-07-20 19:15:00,Desktop,1,Não informado
R00015985,S20240124,A00647,2024,Inglês,Finalizado,66.2,66.2,66.2,63,194.0,2024-07-08 10:30:00,Desktop,1,Centro
R00015986,S20240124,A00089,2024,Inglês,Finalizado,50.8,50.8,50.8,46,130.0,2024-04-21 17:45:00,Tablet,1,Não informado
R00015987,S20240124,A00668,2024,Inglês,Finalizado,71.6,71.6,71.6,64,239.0,2024-09-26 00:00:00,Celular,,Aldeota
R00015988,S20240124,A00315,2024,Inglês,Finalizado,87.4,87.4,87.4,77,296.0,2024-10-08 13:45:00,Papel,2,Sul
R00015989,S20240124,A00318,2024,Inglês,Finalizado,66.5,66.5,66.5,60,202.0,2024-10-16 08:30:00,Desktop,2,Online
R00015990,S20240124,A00349,2024,Inglês,Finalizado,59.2,59.2,59.20000000000001,52,174.0,2024-08-11 13:15:00,Não informado,3,Sul
R00015991,S20240124,A00326,2024,Inglês,Finalizado,65.9,65.9,65.9,57,235.0,2024-06-01 10:15:00,Celular,3,Aldeota
R00015992,S20240124,A00628,2024,Inglês,Ausente,,,,,,2024-09-13 14:00:00,Não informado,1,Sul
R00015993,S20240124,A00175,2024,Inglês,Finalizado,48.1,48.1,48.1,41,223.0,2024-04-14 17:45:00,Desktop,1,Não informado
R00015994,S20240124,A00270,2024,Inglês,Finalizado,58.7,58.7,58.70000000000001,53,299.0,2024-04-10 18:15:00,Desktop,1,Aldeota
R00015995,S20240124,A00695,2024,Inglês,Finalizado,78.4,78.4,78.4,73,250.0,2024-11-16 17:00:00,Tablet,,Online
R00015996,S20240124,A00113,2024,Inglês,Finalizado,67.7,67.7,67.7,59,178.0,2024-08-15 14:45:00,Celular,1,Não informado
R00015997,S20240124,A00436,2024,Inglês,Finalizado,62.3,62.3,62.3,59,183.0,2024-04-01 15:15:00,Não informado,1,Online
R00015998,S20240124,A00397,2024,Inglês,Ausente,,,,,,2024-11-16 14:45:00,Papel,1,Não informado
R00015999,S20240124,A00501,2024,Inglês,Finalizado,40.2,40.2,40.2,38,177.0,2024-09-18 19:00:00,Desktop,1,Aldeota
R00016000,S20240124,A00129,2024,Inglês,Incompleto,31.8,31.8,31.8,32,214.0,2024-07-20 12:45:00,Desktop,3,Não informado
R00016001,S20240124,A00345,2024,Inglês,Finalizado,60.1,60.1,60.099999999999994,56,290.0,2024-09-12 14:15:00,Papel,3,Online
R00016002,S20240124,A00125,2024,Inglês,Finalizado,44.2,44.2,44.2,40,196.0,2024-06-16 00:00:00,Papel,1,Online
R00016003,S20240124,A00302,2024,Inglês,Finalizado,34.9,34.9,34.9,30,238.0,2024-05-10 18:00:00,Desktop,,Sul
R00016004,S20240124,A00091,2024,Inglês,Finalizado,65.4,65.4,65.4,58,144.0,2024-11-26 12:30:00,Desktop,1,Online
R00016005,S20240124,A00509,2024,Inglês,Finalizado,57.5,57.5,57.49999999999999,55,259.0,2024-11-09 15:45:00,Tablet,2,Sul
R00016006,S20240124,A00008,2024,Inglês,Finalizado,53.9,53.9,53.900000000000006,44,270.0,2024-11-07 16:30:00,Desktop,1,Não informado
R00016007,S20240124,A00456,2024,Inglês,Finalizado,60.2,60.2,60.199999999999996,54,119.0,2024-09-27 19:45:00,Não informado,3,Online
R00016008,S20240124,A00213,2024,Inglês,Finalizado,64.8,64.8,64.8,60,399.0,2024-09-16 00:00:00,Não informado,1,Aldeota
R00016009,S20240124,A00746,2024,Inglês,Finalizado,66.6,66.6,66.6,62,207.0,2024-09-07 08:00:00,Papel,2,Sul
R00016010,S20240124,A00205,2024,Inglês,Finalizado,55.4,55.4,55.39999999999999,49,177.0,2024-06-17 18:15:00,Não informado,1,Aldeota
R00016011,S20240124,A00117,2024,Inglês,Finalizado,64.7,64.7,64.7,59,238.0,2024-08-09 17:45:00,Papel,2,Centro
R00016012,S20240124,A00711,2024,Inglês,Finalizado,96.1,96.1,96.1,87,227.0,2024-09-19 18:15:00,Não informado,,Online
R00016013,S20240124,A00139,2024,Inglês,Ausente,,,,,,2024-10-01 09:00:00,Papel,1,Não informado
R00016014,S20240124,A00518,2024,Inglês,Finalizado,78.5,78.5,78.5,70,211.0,2024-11-11 08:30:00,Papel,1,Online
R00016015,S20240124,A00111,2024,Inglês,Finalizado,88.6,88.6,88.6,81,162.0,2024-10-05 16:45:00,Não informado,,Centro
R00016016,S20240124,A00460,2024,Inglês,Ausente,,,,,,2024-07-05 00:00:00,Celular,2,Centro
R00016017,S20240124,A00230,2024,Inglês,Finalizado,50.8,50.8,50.8,47,249.0,2024-07-10 15:30:00,Papel,1,Não informado
R00016018,S20240124,A00497,2024,Inglês,Finalizado,77.9,77.9,77.9,73,211.0,2024-10-06 13:30:00,Celular,1,Aldeota
R00016019,S20240124,A00169,2024,Inglês,Finalizado,100.3,,,90,161.0,2024-05-01 10:30:00,Tablet,2,Aldeota
R00016020,S20240124,A00001,2024,Inglês,Finalizado,67.2,67.2,67.2,58,255.0,2024-10-19 14:00:00,Não informado,1,Centro
R00016021,S20240124,A00760,2024,Inglês,Finalizado,105.0,,,90,245.0,2024-10-13 13:00:00,Desktop,1,Centro
R00016022,S20240124,A00525,2024,Inglês,Finalizado,41.6,41.6,41.6,37,314.0,2024-08-10 00:00:00,Papel,1,Online
R00016023,S20240124,A00690,2024,Inglês,Finalizado,27.8,27.8,27.800000000000004,26,260.0,2024-07-04 16:45:00,Celular,1,Centro
R00016024,S20240124,A00075,2024,Inglês,Finalizado,67.8,67.8,67.8,61,223.0,2024-07-23 11:30:00,Não informado,1,Online
R00016025,S20240124,A00236,2024,Inglês,Finalizado,55.8,55.8,55.8,52,290.0,2024-09-17 17:00:00,Desktop,1,Aldeota
R00016026,S20240124,A00093,2024,Inglês,Finalizado,89.9,89.9,89.9,78,334.0,2024-09-10 17:00:00,Celular,3,Centro
R00016027,S20240124,A00390,2024,Inglês,Ausente,,,,,,2024-05-18 11:15:00,Celular,2,Online
R00016028,S20240124,A00267,2024,Inglês,Ausente,,,,,,2024-09-16 12:30:00,Não informado,2,Online
R00016029,S20240124,A00709,2024,Inglês,Finalizado,90.5,90.5,90.5,83,262.0,2024-08-05 17:00:00,Celular,1,Sul
R00016030,S20240124,A00498,2024,Inglês,Finalizado,64.5,64.5,64.5,58,231.0,2024-10-04 16:15:00,Desktop,,Sul
R00016031,S20240124,A00209,2024,Inglês,Finalizado,59.1,59.1,59.099999999999994,52,220.0,2024-06-25 19:30:00,Tablet,1,Online
R00016032,S20240124,A00517,2024,Inglês,Finalizado,75.2,75.2,75.2,68,343.0,2024-09-15 00:00:00,Tablet,1,Não informado
R00016033,S20240124,A00759,2024,Inglês,Finalizado,71.2,71.2,71.2,67,228.0,2024-04-13 18:15:00,Não informado,,Online
R00016034,S20240124,A00391,2024,Inglês,Finalizado,71.6,71.6,71.6,64,75.0,2024-04-18 10:15:00,Papel,1,Centro
R00016035,S20240124,A00633,2024,Inglês,Finalizado,64.0,64.0,64.0,57,308.0,2024-07-02 00:00:00,Desktop,1,Não informado
R00016036,S20240124,A00104,2024,Inglês,Finalizado,71.0,71.0,71.0,59,141.0,2024-04-25 15:45:00,Desktop,3,Centro
R00016037,S20240124,A00700,2024,Inglês,Finalizado,49.3,49.3,49.3,48,305.0,2024-11-15 11:15:00,Desktop,2,Sul
R00016038,S20240124,A00352,2024,Inglês,Finalizado,64.6,64.6,64.6,64,126.0,2024-04-05 11:15:00,Papel,2,Aldeota
R00016039,S20240124,A00233,2024,Inglês,Finalizado,80.9,80.9,80.9,71,202.0,2024-06-16 14:30:00,Papel,1,Aldeota
R00016040,S20240124,A00552,2024,Inglês,Finalizado,56.2,56.2,56.2,51,118.0,2024-08-01 14:45:00,Tablet,1,Online
R00016041,S20240124,A00189,2024,Inglês,Finalizado,51.3,51.3,51.300000000000004,45,225.0,2024-11-23 10:45:00,Desktop,1,Online
R00016042,S20240124,A00786,2024,Inglês,Finalizado,41.7,41.7,41.7,41,369.0,2024-07-08 19:15:00,Desktop,2,Online
R00016043,S20240124,A00444,2024,Inglês,Finalizado,37.8,37.8,37.8,32,184.0,2024-11-25 13:30:00,Não informado,1,Sul
R00016044,S20240124,A00513,2024,Inglês,Finalizado,55.0,55.0,55.00000000000001,51,203.0,2024-10-07 10:30:00,Tablet,,Sul
R00016045,S20240124,A00283,2024,Inglês,Finalizado,44.4,44.4,44.4,38,255.0,2024-04-28 16:00:00,Papel,1,Online
R00016046,S20240124,A00419,2024,Inglês,Finalizado,45.6,45.6,45.6,42,260.0,2024-05-12 13:45:00,Desktop,1,Online
R00016047,S20240124,A00178,2024,Inglês,Finalizado,85.0,85.0,85.0,77,128.0,2024-05-09 10:45:00,Desktop,1,Aldeota
R00016048,S20240124,A00421,2024,Inglês,Incompleto,70.9,70.9,70.9,65,276.0,2024-09-09 10:00:00,Celular,2,Online
R00016049,S20240124,A00226,2024,Inglês,Finalizado,61.9,61.9,61.9,55,234.0,2024-11-18 18:00:00,Desktop,,Online
R00016050,S20240124,A00427,2024,Inglês,Finalizado,53.2,53.2,53.2,45,199.0,2024-09-05 17:30:00,Desktop,1,Sul
R00016051,S20240124,A00411,2024,Inglês,Ausente,,,,,,2024-04-01 17:00:00,Não informado,,Sul
R00016052,S20240124,A00609,2024,Inglês,Finalizado,45.4,45.4,45.4,41,238.0,2024-10-03 10:45:00,Celular,,Online
R00016053,S20240124,A00201,2024,Inglês,Finalizado,65.8,65.8,65.8,58,258.0,2024-05-17 18:00:00,Celular,1,Aldeota
R00016054,S20240124,A00638,2024,Inglês,Finalizado,79.8,79.8,79.8,74,193.0,2024-10-24 18:15:00,Papel,1,Online
R00016055,S20240125,A00090,2024,Inglês,Não informado,60.5,60.5,60.5,38,173.0,2024-09-08 14:15:00,Papel,3,Aldeota
R00016056,S20240125,A00666,2024,Inglês,Finalizado,61.6,61.6,61.6,35,117.0,2024-08-19 18:30:00,Papel,1,Online
R00016057,S20240125,A00642,2024,Inglês,Finalizado,43.4,43.4,43.4,26,115.0,2024-08-16 15:15:00,Celular,,Não informado
R00016058,S20240125,A00206,2024,Inglês,Finalizado,26.0,26.0,26.0,14,114.0,2024-10-09 18:00:00,Desktop,1,Online
R00016059,S20240125,A00430,2024,Inglês,Finalizado,51.3,51.3,51.300000000000004,32,136.0,2024-08-25 15:45:00,Tablet,1,Online
R00016060,S20240125,A00329,2024,Inglês,Finalizado,25.4,25.4,25.4,17,77.0,2024-11-27 15:30:00,Desktop,1,Online
R00016061,S20240125,A00045,2024,Inglês,Finalizado,62.5,62.5,62.5,36,152.0,2024-06-25 15:45:00,Não informado,,Sul
R00016062,S20240125,A00442,2024,Inglês,Finalizado,70.7,70.7,70.7,43,126.0,2024-04-22 00:00:00,Não informado,1,Online
R00016063,S20240125,A00194,2024,Inglês,Ausente,,,,,,2024-08-08 17:45:00,Desktop,2,Centro
R00016064,S20240125,A00734,2024,Inglês,Ausente,,,,,,2024-08-13 16:30:00,Tablet,,Aldeota
R00016065,S20240125,A00697,2024,Inglês,Finalizado,74.0,74.0,74.0,44,128.0,2024-08-27 17:15:00,Não informado,1,Aldeota
R00016066,S20240125,A00087,2024,Inglês,Finalizado,89.9,89.9,89.9,54,145.0,2024-05-18 18:30:00,Desktop,,Online
R00016067,S20240125,A00177,2024,Inglês,Finalizado,71.8,71.8,71.8,41,149.0,2024-07-28 15:15:00,Desktop,1,Online
R00016068,S20240125,A00091,2024,Inglês,Incompleto,41.9,41.9,41.9,27,198.0,2024-04-03 13:45:00,Desktop,2,Não informado
R00016069,S20240125,A00093,2024,Inglês,Finalizado,56.7,56.7,56.7,34,125.0,2024-08-10 19:30:00,Celular,3,Online
R00016070,S20240125,A00270,2024,Inglês,Finalizado,64.2,64.2,64.2,40,137.0,2024-07-24 12:30:00,Tablet,2,Aldeota
R00016071,S20240125,A00461,2024,Inglês,Incompleto,24.8,24.8,24.8,18,74.0,2024-09-09 09:45:00,Desktop,,Sul
R00016072,S20240125,A00075,2024,Inglês,Finalizado,84.9,84.9,84.9,54,56.0,2024-10-11 19:45:00,Celular,2,Online
R00016073,S20240125,A00258,2024,Inglês,Ausente,,,,,,2024-07-07 18:30:00,Papel,1,Sul
R00016074,S20240125,A00348,2024,Inglês,Finalizado,61.7,61.7,61.7,38,138.0,2024-09-20 13:45:00,Desktop,1,Centro
R00016075,S20240125,A00068,2024,Inglês,Finalizado,43.1,43.1,43.1,23,89.0,2024-10-03 08:30:00,Tablet,1,Online
R00016076,S20240125,A00389,2024,Inglês,Não informado,79.1,79.1,79.1,47,143.0,2024-07-26 13:45:00,Celular,1,Online
R00016077,S20240125,A00205,2024,Inglês,Finalizado,41.3,41.3,41.3,26,92.0,2024-07-12 12:45:00,Desktop,1,Aldeota
R00016078,S20240125,A00751,2024,Inglês,Finalizado,72.8,72.8,72.8,46,117.0,2024-08-24 12:00:00,Não informado,2,Online
R00016079,S20240125,A00123,2024,Inglês,Finalizado,35.6,35.6,35.6,23,130.0,2024-04-18 19:45:00,Papel,2,Online
R00016080,S20240125,A00222,2024,Inglês,Finalizado,63.5,63.5,63.5,38,191.0,2024-09-13 15:30:00,Celular,,Sul
R00016081,S20240125,A00265,2024,Inglês,Ausente,,,,,,2024-11-12 13:15:00,Celular,1,Online
R00016082,S20240125,A00186,2024,Inglês,Finalizado,69.3,69.3,69.3,42,104.0,2024-05-25 12:00:00,Papel,1,Aldeota
R00016083,S20240125,A00006,2024,Inglês,Finalizado,72.3,72.3,72.3,44,128.0,2024-09-20 18:00:00,Não informado,3,Centro
R00016084,S20240125,A00317,2024,Inglês,Ausente,,,,,,2024-08-14 14:00:00,Desktop,1,Não informado
R00016085,S20240125,A00789,2024,Inglês,Incompleto,63.0,63.0,63.0,44,131.0,2024-09-24 12:00:00,Não informado,2,Não informado
R00016086,S20240125,A00283,2024,Inglês,Finalizado,56.6,56.6,56.60000000000001,37,135.0,2024-05-03 12:15:00,Papel,3,Aldeota
R00016087,S20240125,A00139,2024,Inglês,Finalizado,50.3,50.3,50.3,29,118.0,2024-06-19 16:30:00,Desktop,3,Aldeota
R00016088,S20240125,A00744,2024,Inglês,Finalizado,72.6,72.6,72.6,42,171.0,2024-10-03 09:00:00,Desktop,3,Online
R00016089,S20240125,A00420,2024,Inglês,Finalizado,66.0,66.0,66.0,39,154.0,2024-04-26 13:45:00,Não informado,1,Centro
R00016090,S20240125,A00439,2024,Inglês,Ausente,,,,,,2024-08-08 16:45:00,Tablet,1,Online
R00016091,S20240125,A00640,2024,Inglês,Finalizado,24.6,24.6,24.6,16,137.0,2024-09-17 17:45:00,Não informado,1,Online
R00016092,S20240125,A00037,2024,Inglês,Finalizado,67.6,67.6,67.6,41,130.0,2024-10-23 10:30:00,Não informado,,Aldeota
R00016093,S20240125,A00690,2024,Inglês,Ausente,,,,,,2024-08-13 17:30:00,Não informado,,Online
R00016094,S20240125,A00256,2024,Inglês,Finalizado,46.2,46.2,46.2,27,182.0,2024-10-11 10:15:00,Desktop,2,Online
R00016095,S20240125,A00680,2024,Inglês,Finalizado,81.0,81.0,81.0,46,89.0,2024-07-11 17:30:00,Celular,1,Online
R00016096,S20240125,A00549,2024,Inglês,Finalizado,67.8,67.8,67.8,41,129.0,2024-11-15 10:15:00,Celular,1,Não informado
R00016097,S20240125,A00427,2024,Inglês,Finalizado,81.8,81.8,81.8,50,165.0,2024-11-01 16:30:00,Desktop,2,Sul
R00016098,S20240125,A00334,2024,Inglês,Finalizado,82.6,82.6,82.6,51,202.0,2024-11-15 12:30:00,Desktop,1,Online
R00016099,S20240125,A00641,2024,Inglês,Ausente,,,,,,2024-05-09 00:00:00,Papel,1,Aldeota
R00016100,S20240125,A00483,2024,Inglês,Finalizado,58.8,58.8,58.8,36,100.0,2024-11-23 19:45:00,Papel,,Online
R00016101,S20240125,A00311,2024,Inglês,Finalizado,56.0,56.0,56.00000000000001,33,115.0,2024-10-19 09:15:00,Desktop,1,Online
R00016102,S20240125,A00399,2024,Inglês,Finalizado,47.7,47.7,47.7,28,173.0,2024-11-22 00:00:00,Desktop,1,Aldeota
R00016103,S20240125,A00515,2024,Inglês,Finalizado,87.2,87.2,87.2,49,117.0,2024-11-27 15:15:00,Não informado,3,Centro
R00016104,S20240125,A00023,2024,Inglês,Incompleto,70.7,70.7,70.7,42,135.0,2024-10-04 14:15:00,Desktop,,Sul
R00016105,S20240125,A00129,2024,Inglês,Ausente,,,,,,2024-05-05 00:00:00,Celular,1,Não informado
R00016106,S20240125,A00426,2024,Inglês,Finalizado,80.3,80.3,80.3,52,50.0,2024-07-20 18:45:00,Não informado,,Online
R00016107,S20240125,A00615,2024,Inglês,Ausente,,,,,,2024-11-12 19:00:00,Desktop,2,Centro
R00016108,S20240125,A00725,2024,Inglês,Finalizado,78.0,78.0,78.0,47,160.0,2024-06-22 14:00:00,Não informado,,Não informado
R00016109,S20240125,A00062,2024,Inglês,Finalizado,31.6,31.6,31.6,17,124.0,2024-05-10 08:15:00,Desktop,1,Online
R00016110,S20240125,A00032,2024,Inglês,Finalizado,92.7,92.7,92.7,58,126.0,2024-07-07 17:00:00,Não informado,1,Centro
R00016111,S20240125,A00506,2024,Inglês,Finalizado,69.9,69.9,69.9,42,85.0,2024-11-02 09:45:00,Desktop,1,Não informado
R00016112,S20240125,A00419,2024,Inglês,Finalizado,58.8,58.8,58.8,37,159.0,2024-06-15 16:00:00,Desktop,2,Centro
R00016113,S20240125,A00117,2024,Inglês,Finalizado,48.5,48.5,48.5,31,103.0,2024-05-21 11:45:00,Desktop,1,Online
R00016114,S20240125,A00257,2024,Inglês,Finalizado,30.6,30.6,30.599999999999998,20,106.0,2024-11-06 15:15:00,Tablet,2,Online
R00016115,S20240125,A00492,2024,Inglês,Finalizado,49.6,49.6,49.6,27,131.0,2024-09-11 18:30:00,Não informado,1,Aldeota
R00016116,S20240125,A00638,2024,Inglês,Ausente,,,,,,2024-06-12 12:30:00,Papel,1,Online
R00016117,S20240125,A00716,2024,Inglês,Finalizado,85.4,85.4,85.4,51,131.0,2024-04-01 19:45:00,Celular,3,Sul
R00016118,S20240125,A00609,2024,Inglês,Finalizado,51.1,51.1,51.1,25,107.0,2024-04-08 12:00:00,Não informado,1,Aldeota
R00016119,S20240125,A00345,2024,Inglês,Finalizado,80.1,80.1,80.1,45,157.0,2024-06-25 17:00:00,Papel,1,Não informado
R00016120,S20240125,A00434,2024,Inglês,Finalizado,51.7,51.7,51.7,27,118.0,2024-07-06 15:30:00,Desktop,1,Centro
R00016121,S20240125,A00508,2024,Inglês,Finalizado,58.6,58.6,58.599999999999994,32,126.0,2024-05-14 00:00:00,Não informado,1,Online
R00016122,S20240125,A00491,2024,Inglês,Finalizado,34.0,34.0,34.0,17,142.0,2024-08-21 08:30:00,Tablet,1,Não informado
R00016123,S20240125,A00431,2024,Inglês,Incompleto,44.9,44.9,44.9,28,129.0,2024-10-27 17:30:00,Desktop,3,Não informado
R00016124,S20240125,A00233,2024,Inglês,Finalizado,40.3,40.3,40.3,23,123.0,2024-11-25 15:30:00,Desktop,,Online
R00016125,S20240125,A00583,2024,Inglês,Finalizado,65.2,65.2,65.2,36,179.0,2024-06-12 09:15:00,Não informado,1,Online
R00016126,S20240125,A00658,2024,Inglês,Finalizado,81.0,81.0,81.0,49,160.0,2024-06-16 17:15:00,Não informado,3,Não informado
R00016127,S20240125,A00044,2024,Inglês,Finalizado,66.1,66.1,66.1,40,169.0,2024-11-05 00:00:00,Desktop,3,Centro
R00016128,S20240125,A00231,2024,Inglês,Finalizado,60.0,60.0,60.0,36,160.0,2024-07-07 19:30:00,Celular,1,Não informado
R00016129,S20240125,A00779,2024,Inglês,Finalizado,21.5,21.5,21.5,10,141.0,2024-09-07 12:00:00,Desktop,3,Online
R00016130,S20240125,A00444,2024,Inglês,Ausente,,,,,,2024-04-16 10:45:00,Desktop,1,Online
R00016131,S20240125,A00460,2024,Inglês,Finalizado,50.0,50.0,50.0,32,104.0,2024-08-27 14:00:00,Não informado,1,Sul
R00016132,S20240125,A00598,2024,Inglês,Finalizado,40.1,40.1,40.1,24,149.0,2024-08-12 16:30:00,Celular,1,Não informado
R00016133,S20240125,A00225,2024,Inglês,Finalizado,55.1,55.1,55.1,35,180.0,2024-11-12 13:00:00,Tablet,1,Não informado
R00016134,S20240125,A00308,2024,Inglês,Finalizado,103.9,,,60,122.0,2024-08-01 10:30:00,Tablet,1,Online
R00016135,S20240125,A00711,2024,Inglês,Finalizado,60.4,60.4,60.4,38,167.0,2024-11-26 17:15:00,Desktop,2,Aldeota
R00016136,S20240125,A00109,2024,Inglês,Finalizado,43.4,43.4,43.4,28,123.0,2024-11-12 14:15:00,Tablet,1,Sul
R00016137,S20240125,A00326,2024,Inglês,Finalizado,71.2,71.2,71.2,42,130.0,2024-08-22 08:00:00,Desktop,1,Online
R00016138,S20240125,A00359,2024,Inglês,Finalizado,92.5,92.5,92.5,55,120.0,2024-09-01 13:00:00,Desktop,1,Aldeota
R00016139,S20240125,A00411,2024,Inglês,Finalizado,73.0,73.0,73.0,42,142.0,2024-07-08 14:30:00,Não informado,1,Online
R00016140,S20240125,A00396,2024,Inglês,Finalizado,48.9,48.9,48.9,29,165.0,2024-05-21 11:15:00,Não informado,2,Online
R00016142,S20240125,A00511,2024,Inglês,Finalizado,80.2,80.2,80.2,52,57.0,2024-05-21 15:30:00,Tablet,1,Centro
R00016143,S20240125,A00678,2024,Inglês,Finalizado,85.2,85.2,85.2,54,139.0,2024-10-05 16:45:00,Desktop,2,Não informado
R00016144,S20240125,A00390,2024,Inglês,Finalizado,71.8,71.8,71.8,43,182.0,2024-11-23 19:45:00,Tablet,1,Online
R00016145,S20240125,A00079,2024,Inglês,Finalizado,92.8,92.8,92.8,58,163.0,2024-10-23 11:45:00,Tablet,1,Não informado
R00016146,S20240125,A00657,2024,Inglês,Ausente,,,,,,2024-06-28 00:00:00,Papel,1,Não informado
R00016147,S20240125,A00695,2024,Inglês,Ausente,,,,,,2024-11-18 00:00:00,Não informado,1,Online
R00016148,S20240125,A00134,2024,Inglês,Finalizado,30.4,30.4,30.4,18,128.0,2024-06-03 16:30:00,Não informado,1,Online
R00016149,S20240125,A00575,2024,Inglês,Ausente,,,,,,2024-07-28 09:15:00,Tablet,3,Centro
R00016150,S20240125,A00552,2024,Inglês,Finalizado,65.9,65.9,65.9,42,129.0,2024-08-06 12:30:00,Desktop,1,Online
R00016151,S20240125,A00649,2024,Inglês,Finalizado,59.4,59.4,59.4,34,99.0,2024-06-05 19:45:00,Celular,,Online
R00016152,S20240125,A00051,2024,Inglês,Finalizado,77.1,77.1,77.1,44,166.0,2024-11-12 14:15:00,Tablet,1,Online
R00016153,S20240125,A00349,2024,Inglês,Incompleto,68.5,68.5,68.5,41,69.0,2024-04-05 19:45:00,Tablet,,Sul
R00016154,S20240125,A00133,2024,Inglês,Finalizado,65.3,65.3,65.3,39,156.0,2024-10-03 08:15:00,Papel,1,Sul
R00016155,S20240126,A00369,2024,Inglês,Finalizado,68.3,68.3,68.3,60,83.0,2024-04-28 17:30:00,Celular,1,Centro
R00016156,S20240126,A00087,2024,Inglês,Finalizado,75.1,75.1,75.1,65,109.0,2024-05-12 17:45:00,Desktop,,Não informado
R00016157,S20240126,A00117,2024,Inglês,Finalizado,81.2,81.2,81.2,71,134.0,2024-09-12 08:00:00,Papel,,Sul
R00016158,S20240126,A00614,2024,Inglês,Finalizado,88.4,88.4,88.4,79,102.0,2024-07-21 18:00:00,Tablet,1,Centro
R00016159,S20240126,A00724,2024,Inglês,Incompleto,60.8,60.8,60.8,58,105.0,2024-07-10 18:45:00,Desktop,1,Aldeota
R00016160,S20240126,A00370,2024,Inglês,Finalizado,62.4,62.4,62.4,57,158.0,2024-09-04 08:15:00,Não informado,1,Centro
R00016161,S20240126,A00659,2024,Inglês,Finalizado,73.4,73.4,73.4,66,63.0,2024-07-22 00:00:00,Não informado,1,Online
R00016162,S20240126,A00420,2024,Inglês,Finalizado,55.3,55.3,55.3,50,178.0,2024-09-26 18:30:00,Desktop,1,Aldeota
R00016163,S20240126,A00093,2024,Inglês,Ausente,,,,,,2024-05-25 12:00:00,Desktop,,Não informado
R00016164,S20240126,A00189,2024,Inglês,Finalizado,53.3,53.3,53.29999999999999,49,117.0,2024-11-28 12:30:00,Papel,,Centro
R00016165,S20240126,A00609,2024,Inglês,Finalizado,59.8,59.8,59.8,54,141.0,2024-07-11 10:45:00,Tablet,,Online
R00016166,S20240126,A00045,2024,Inglês,Finalizado,42.0,42.0,42.0,38,97.0,2024-09-14 15:00:00,Desktop,1,Online
R00016167,S20240126,A00031,2024,Inglês,Finalizado,49.9,49.9,49.9,45,143.0,2024-07-12 00:00:00,Não informado,2,Centro
R00016168,S20240126,A00348,2024,Inglês,Finalizado,67.5,67.5,67.5,62,140.0,2024-11-11 12:30:00,Não informado,1,Aldeota
R00016169,S20240126,A00725,2024,Inglês,Finalizado,36.0,36.0,36.0,33,78.0,2024-09-01 10:00:00,Desktop,,Não informado
R00016170,S20240126,A00451,2024,Inglês,Finalizado,62.0,62.0,62.0,56,147.0,2024-09-20 16:00:00,Não informado,1,Não informado
R00016171,S20240126,A00329,2024,Inglês,Ausente,,,,,,2024-05-01 13:45:00,Tablet,2,Não informado
R00016172,S20240126,A00311,2024,Inglês,Finalizado,76.5,76.5,76.5,67,207.0,2024-09-03 16:30:00,Celular,2,Online
R00016173,S20240126,A00169,2024,Inglês,Finalizado,61.4,61.4,61.4,54,176.0,2024-09-22 08:15:00,Não informado,1,Aldeota
R00016174,S20240126,A00553,2024,Inglês,Finalizado,47.5,47.5,47.5,42,153.0,2024-05-07 09:15:00,Desktop,1,Não informado
R00016175,S20240126,A00743,2024,Inglês,Finalizado,68.2,68.2,68.2,61,110.0,2024-06-16 14:30:00,Tablet,3,Aldeota
R00016176,S20240126,A00638,2024,Inglês,Finalizado,62.4,62.4,62.4,57,127.0,2024-08-22 13:45:00,Tablet,3,Online
R00016177,S20240126,A00352,2024,Inglês,Finalizado,102.2,,,89,132.0,2024-09-16 16:45:00,Celular,1,Online
R00016178,S20240126,A00209,2024,Inglês,Finalizado,68.6,68.6,68.6,61,163.0,2024-07-16 16:00:00,Celular,3,Não informado
R00016179,S20240126,A00789,2024,Inglês,Finalizado,55.6,55.6,55.60000000000001,50,114.0,2024-09-13 08:30:00,Celular,1,Sul
R00016180,S20240126,A00460,2024,Inglês,Finalizado,36.0,36.0,36.0,33,148.0,2024-05-14 14:00:00,Tablet,1,Online
R00016181,S20240126,A00690,2024,Inglês,Finalizado,68.0,68.0,68.0,60,112.0,2024-04-02 10:30:00,Celular,1,Centro
R00016182,S20240126,A00435,2024,Inglês,Finalizado,67.7,67.7,67.7,57,103.0,2024-11-25 10:30:00,Desktop,,Aldeota
R00016183,S20240126,A00143,2024,Inglês,Incompleto,81.5,81.5,81.5,71,165.0,2024-09-14 17:45:00,Celular,,Sul
